Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - ISL,21/09/2023,11:30,Kerala Blasters,Bengaluru FC,2.3,3.3,2.88
2,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,21/09/2023,12:00,Al Taawon,Al Raed,1.53,4.0,5.0
3,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,21/09/2023,12:00,Al Ettifaq,Al Taee,1.5,4.0,5.5
4,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,21/09/2023,15:00,Al Ittihad,Al Fateh,1.33,4.75,7.0
5,ITALY - SERIE C,21/09/2023,15:45,Crotone,Audace Cerignola,1.95,3.2,3.9
6,MOROCCO - BOTOLA PRO,21/09/2023,16:00,Wydad,Jeunesse Sportive Soualem,1.5,3.4,7.0
7,PERU - LIGA 1,21/09/2023,17:20,Cusco,Grau,1.53,3.6,5.25
8,COLOMBIA - PRIMERA A,21/09/2023,18:00,Pereira,U. Magdalena,1.7,3.5,5.25
9,BRAZIL - SERIE A,21/09/2023,19:00,Vasco,Coritiba,1.53,4.0,6.5
10,COLOMBIA - PRIMERA A,21/09/2023,22:20,Millonarios,Huila,1.55,4.0,6.0
11,NICARAGUA - LIGA PRIMERA,21/09/2023,23:00,Managua FC,Masachapa,1.42,4.5,6.2
