,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,27/09/2024,05:30,INDONESIA - LIGA 1,Bali United,Barito Putera,1.52,3.75,6.1,1.62,1.65,1.98
2,27/09/2024,07:30,SOUTH KOREA - K LEAGUE 1,Pohang,Incheon,2.15,3.4,3.3,2.05,1.8,1.91
3,27/09/2024,13:00,MALTA - PREMIER LEAGUE,Floriana,Gzira,2.02,3.25,3.45,1.88,1.7,1.93
4,27/09/2024,13:00,AUSTRIA - 2. LIGA,Horn,Amstetten,2.82,3.65,2.2,1.6,1.52,2.37
5,27/09/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Najma,Al-Ahli Manama,2.72,3.35,2.42,1.78,1.6,2.18
