,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,MEXICO - LIGA MX,2024-06-04,00:10,Club Tijuana,Necaxa,1.8,3.8,4.0,1.7,1.63,2.1,2.1,1.5454545,1.1570839,0.7487013,0.53706956,0.37740475,0.70271116,0.3572546,0.1359093,0.38042703,1.7272727,1.2128786,0.70219284,1.1818181,0.83319557,0.70501167,0.54545456,1.5587662,2.857738,0.44328338,0.09675471,1.085278,3.4545455,0.6064393,1.1818181,0.83319557,1.2727273,1.1354542,0.8921426,0.8631284,0.97895473,1.1341935,0.3968353,0.10740184,0.2706459,1.4545455,1.3726971,0.9437293,1.7272727,1.0523489,0.6092546,-0.27272728,1.8136307,-6.649979,0.2276439,0.081226975,1.322314,1.5099669,2.5123968,0.7234898,0.5555556,0.2631579,0.25,0.5882353,0.47619048,0.61349696,0.47619048,2.1111112,2.2222223,0.47368422,1.0526316,0.45,0.95,0.4473684,0.55263156,0.39591882,0.35714287,0.37931034,0.025641026,0.38181818,0.45,1.0526316,0.47368422,1.0588236,2.3529413,0.4473684,1.0429448,9.6,0.273,2.293,-0.20833333,0.020833334,0.1875,0.41666666,0.38017267,1.2165525,0.4405859,2.9799328,45.0,0.56568545,-11.309933,1.9166666,1.3055556,1.468085,0.68115944,2.9799328,0.2,2.0,1.0,0.8948
2,AUSTRALIA - A-LEAGUE,2024-06-04,01:30,Western United,Macarthur FC,1.95,4.0,3.5,1.4,1.36,3.0,2.88,1.0,1.2792042,1.2792042,0.49613506,0.37646216,0.75878966,0.45917165,0.103671394,0.22577918,1.0909091,0.7925271,0.72648317,1.4545455,0.9875255,0.6789238,-0.36363637,1.2264307,-3.3726845,0.37144142,0.089839146,0.73117524,1.5867769,0.5448624,2.3801653,0.6034878,1.6363636,1.2984415,0.793492,1.0374988,0.40006632,0.3856065,0.14843516,0.06592222,0.4441146,1.8181819,0.7158189,0.3937004,1.5454545,1.0756508,0.6960094,0.27272728,1.2128786,4.4472213,0.24025193,0.07825731,3.4710743,0.37495276,2.9504132,0.56343615,0.51282054,0.25,0.2857143,0.71428573,0.3472222,0.7352941,0.33333334,2.0512822,1.7948718,0.4875,0.875,0.55714285,1.1428572,0.35,0.72,0.33301803,0.34453782,0.28440368,0.06666667,0.4814815,0.55714285,0.875,0.4875,1.3928572,2.5,0.35,1.0294118,9.45,-0.636,2.578,-0.21693122,-0.052910052,0.20634921,0.37037036,0.33932632,1.0688779,0.4556079,2.6182055,45.70732,2.0930362,-36.501442,1.8241758,1.3699634,1.3315508,0.75100404,2.6182055,0.5,2.05,1.0,0.7522
3,SOUTH KOREA - K LEAGUE 2,2024-06-04,02:00,Anyang,Ansan Greeners,1.5,4.2,6.0,1.67,1.8,1.91,2.15,1.7272727,1.2128786,0.70219284,0.43587032,0.28627512,0.65678966,0.43961915,0.2076855,0.4724214,1.6363636,0.88139635,0.5386311,1.0,1.0444659,1.0444659,0.6363636,1.4316378,2.2497165,0.54680896,0.13050865,1.0915864,2.677686,0.5386311,1.0,1.0444659,1.2727273,1.354515,1.0642618,0.99959195,0.5744696,0.5747041,0.23812295,0.09040188,0.3796437,1.7272727,1.0523489,0.6092546,2.090909,1.5640591,0.7480283,-0.36363637,1.6663911,-4.582576,0.23232731,0.05732694,2.355372,0.77172244,2.090909,1.5640591,0.6666667,0.23809524,0.16666667,0.5988024,0.4651163,0.5555556,0.5235602,2.8,4.0,0.35714287,1.4285715,0.25,0.7,0.39761904,0.5119048,0.61824125,0.47368422,0.6,0.1764706,0.43100512,0.25,1.4285715,0.35714287,0.8982036,3.5928144,0.39761904,0.92777777,11.7,0.455,2.567,-0.23076923,0.15384616,0.12820514,0.51282054,0.5807565,2.2649503,0.6460584,5.5479727,53.471146,0.6788225,-13.495733,2.1666667,1.1666666,1.8571428,0.53846157,5.5479727,1.8,2.7,1.0,0.9836
4,AUSTRALIA - A-LEAGUE,2024-06-04,03:30,Central Coast Mariners,Wellington Phoenix,1.8,4.0,4.33,1.73,1.75,2.0,2.08,2.090909,1.2398347,0.5929644,0.55019444,0.21530426,0.39132392,0.30564559,0.12727658,0.41641888,2.090909,1.0833068,0.5181033,1.1818181,0.9359664,0.79197156,0.90909094,1.5640591,1.7204651,0.52085304,0.10433605,1.305881,4.752066,0.476655,1.2892562,0.85796916,1.7272727,1.2128786,0.70219284,0.7090834,0.45053092,0.63537085,0.34059286,0.07072765,0.20766039,1.5454545,1.1570839,0.7487013,1.1818181,1.0285189,0.8702853,0.36363637,1.2264307,3.3726845,0.30387753,0.07182677,2.2479339,0.79549515,2.1487603,0.56568545,0.5555556,0.25,0.23094688,0.5780347,0.48076922,0.5714286,0.5,2.2222223,2.4055555,0.45,1.0825,0.4157044,0.92378753,0.4325,0.52,0.43049008,0.37931034,0.41272432,0.039615847,0.39616057,0.4157044,1.0825,0.45,1.0404624,2.50289,0.4325,0.9885714,10.13,0.364,2.453,-0.2171767,0.032576505,0.17769003,0.42744324,0.4073149,1.3753666,0.469635,3.3689463,47.72631,0.49497473,-9.926246,1.8976135,1.2483962,1.5200411,0.65787697,3.3689463,0.33,2.2,1.0,0.9331
5,SOUTH KOREA - K LEAGUE 1,2024-06-04,04:30,Incheon,Jeju Utd,2.15,3.4,3.3,2.1,1.83,1.83,1.7,2.090909,1.2398347,0.5929644,0.576372,0.34839255,0.6044578,0.36220545,0.061900336,0.17089841,1.7272727,0.9620914,0.5570003,0.8181818,0.7158189,0.8748898,0.90909094,1.3787047,1.5165751,0.43352094,0.07724325,1.0803969,3.1404958,0.52915025,0.892562,0.6561673,0.27272728,0.44536176,1.6329932,0.2972189,0.2382363,0.80155164,0.55891764,0.06074618,0.10868539,0.6363636,0.4810457,0.75592893,1.4545455,0.4979296,0.3423266,-0.8181818,0.5749596,-0.7027284,0.32669556,0.060466837,0.75206614,0.40703866,1.322314,0.5477226,0.4651163,0.29411766,0.3030303,0.47619048,0.5882353,0.5464481,0.5464481,1.5813954,1.5348837,0.63235295,0.9705882,0.6515151,1.030303,0.61764705,0.5,0.22195908,0.22522523,0.21100917,0.014925373,0.23636363,0.6515151,0.9705882,0.63235295,1.0238096,1.5714285,0.61764705,1.1475409,8.85,1.818,1.685,-0.14124294,-0.011299435,0.24293785,0.37288135,0.23546515,0.6946222,0.25889513,1.7014699,32.005383,0.56568545,11.309933,1.6983792,1.3742071,1.2358974,0.80912864,1.7014699,0.1,1.25,1.0,0.8575
6,ROMANIA - LIGA 2,2024-06-04,05:00,Metaloglobus Bucharest,Alexandria,1.8,3.3,4.35,2.02,1.88,1.72,1.62,1.5454545,1.1570839,0.7487013,0.3911801,0.2436988,0.62298363,0.43998,0.12453323,0.28304294,1.3636364,0.88139635,0.6463573,1.0909091,0.7925271,0.72648317,0.27272728,0.86243933,3.1622777,0.46379775,0.095977835,0.91371703,1.983471,0.60596,0.49586776,1.7435596,0.42857143,1.0497813,2.4494898,0.22263451,0.3639812,1.6348821,0.7644453,0.020519836,0.026842779,0.5714286,1.0497813,1.8371173,1.7142857,0.88063055,0.51370114,-1.1428572,1.4568627,-1.2747549,0.22095923,0.11257432,0.46753246,1.283066,2.961039,0.50983876,0.5555556,0.3030303,0.22988506,0.4950495,0.61728394,0.5319149,0.5813953,1.8333334,2.4166667,0.54545456,1.3181819,0.41379312,0.7586207,0.6121212,0.4909091,0.3845263,0.29411766,0.41463414,0.13725491,0.24060151,0.41379312,1.3181819,0.54545456,0.8910891,2.1534653,0.6121212,1.0744681,9.45,1.117,2.207,-0.15873016,0.11111111,0.1904762,0.46031746,0.4068573,1.2816006,0.4147208,3.1392674,36.869896,0.56568545,11.309933,1.8965517,1.2452108,1.5230769,0.65656567,3.1392674,1.05,1.5,1.0,0.9201
7,ROMANIA - LIGA 2,2024-06-04,05:00,CSM Slatina,Tunari,1.9,3.2,3.95,2.15,1.98,1.65,1.55,1.7272727,1.2128786,0.70219284,0.20869666,0.21713799,1.0404478,0.6567168,0.1907866,0.29051578,0.8181818,0.83319557,1.0183501,0.36363637,0.7713892,2.1213202,0.45454547,1.0756508,2.366432,0.46670878,0.13929482,0.64244527,0.59504133,1.145644,0.23140496,1.212183,0.8888889,1.1967033,1.3462912,0.63512975,0.46164647,0.72685385,0.31131867,0.09597452,0.30828384,1.2222222,0.7856742,0.64282435,2.4444444,1.7069212,0.698286,-1.2222222,1.987616,-1.6262313,0.26530364,0.1154821,1.1111112,0.8642416,4.888889,0.8534606,0.5263158,0.3125,0.25316456,0.4651163,0.6451613,0.5050505,0.6060606,1.6842105,2.0789473,0.59375,1.234375,0.48101267,0.8101266,0.671875,0.484375,0.32227919,0.25490198,0.35042736,0.10489511,0.19626169,0.48101267,1.234375,0.59375,0.88372093,1.8372093,0.671875,1.0858586,9.05,0.838,2.41,-0.1436464,0.08287293,0.20994475,0.4364641,0.34383112,1.0372238,0.33975533,2.5406692,33.02387,0.84852815,16.699244,1.832112,1.2858095,1.4248705,0.70181817,2.5406692,0.75,1.3,1.0,0.8449
8,AUSTRALIA - A-LEAGUE,2024-06-04,05:45,Melbourne Victory,Melbourne City,2.25,3.75,3.0,1.57,1.5,2.5,2.35,1.6363636,1.2984415,0.793492,0.3384526,0.31657943,0.93537295,0.5357826,0.15762897,0.29420325,1.5454545,1.4373989,0.93008167,1.0,0.73854893,0.73854893,0.54545456,1.304791,2.3921168,0.59254634,0.1059059,1.0690005,3.3719008,0.6588079,1.4545455,0.5077524,0.90909094,1.3111095,1.4422206,0.36853248,0.24117737,0.65442634,0.49075142,0.05862204,0.11945363,1.0909091,0.7925271,0.72648317,2.2727273,1.8136307,0.7979975,-1.1818181,2.2081742,-1.868455,0.438147,0.0982208,1.2892562,0.6705998,4.752066,0.8673886,0.44444445,0.26666668,0.33333334,0.6369427,0.42553192,0.6666667,0.4,1.6666666,1.3333334,0.6,0.8,0.75,1.25,0.41866666,0.62666667,0.21062756,0.25,0.14285715,0.11111111,0.40977442,0.75,0.8,0.6,1.433121,1.910828,0.41866666,1.0466666,9.0,0.727,2.61,-0.16666667,-0.083333336,0.25,0.33333334,0.25,0.75,0.35625175,1.8371173,36.869896,1.1030866,-21.305784,1.6666666,1.4444444,1.1538461,0.8666667,1.8371173,0.75,1.5,1.0,0.7687
9,PORTUGAL - LIGA PORTUGAL 2,2024-06-04,07:00,Penafiel,Os Belenenses,1.91,3.25,3.6,2.15,1.91,1.8,1.67,1.7272727,1.4200454,0.8221316,0.41482645,0.38057443,0.91743046,0.4893916,0.12753092,0.26059073,1.2727273,1.0523489,0.82684547,1.1818181,0.7158189,0.6056929,0.09090909,1.0833068,11.916375,0.41611305,0.13383168,0.84442014,1.6198347,0.82684547,1.8264463,0.46317694,0.36363637,0.4810457,1.3228756,0.50865424,0.45618698,0.89685076,0.47164285,0.07222648,0.15313807,0.8181818,0.7158189,0.8748898,2.1818182,1.3360853,0.61237246,-1.3636364,1.4937888,-1.0954452,0.21355855,0.056542236,1.338843,0.4374449,2.3801653,1.2247449,0.5235602,0.30769232,0.2777778,0.4651163,0.5988024,0.5235602,0.5555556,1.7015706,1.8848168,0.5876923,1.1076924,0.53055555,0.9027778,0.6615385,0.51384616,0.29619178,0.25968993,0.30671507,0.05109489,0.2037037,0.53055555,1.1076924,0.5876923,0.88837206,1.6744186,0.6615385,1.1256545,8.76,1.364,1.901,-0.15296803,0.03995434,0.21803653,0.41095892,0.30548635,0.89202017,0.3020449,2.1849942,33.822086,0.6788225,13.495733,1.8484584,1.3568935,1.3622723,0.7340677,2.1849942,0.35,1.34,1.0,0.8615
10,SWEDEN - SUPERETTAN,2024-06-04,08:00,Ostersund,Trelleborg,1.8,3.6,4.2,1.88,1.75,2.0,1.98,1.7272727,1.2128786,0.70219284,0.645315,0.44408706,0.688171,0.31142646,0.16157368,0.5188181,1.9090909,1.0833068,0.5674465,1.3636364,0.88139635,0.6463573,0.54545456,1.1570839,2.1213202,0.45620152,0.10966329,1.1826463,2.7768595,0.74477345,2.355372,0.5102821,1.3636364,1.06794,0.78315604,0.71907157,0.5491808,0.763736,0.36641055,0.113817915,0.31062946,1.3636364,0.97912085,0.718022,1.3636364,0.97912085,0.718022,0.0,1.4142135,1.0,0.2769904,0.062438738,2.355372,0.5668594,2.107438,0.6335488,0.5555556,0.2777778,0.23809524,0.5319149,0.5050505,0.5714286,0.5,2.0,2.3333333,0.5,1.1666666,0.42857143,0.85714287,0.5222222,0.55,0.39544734,0.33333334,0.4,0.07692308,0.3138686,0.42857143,1.1666666,0.5,0.9574468,2.2340426,0.5222222,1.0742857,9.6,0.364,2.281,-0.1875,0.0625,0.1875,0.4375,0.39031237,1.2489996,0.42325532,3.0594118,41.987213,0.14142136,-2.8624053,1.9047619,1.2698413,1.5,0.6666667,3.0594118,0.6,1.8,1.0,0.9103
