,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,18/09/2024,13:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Jezero,Mornar Bar,3.55,2.8,2.22,2.67,2.2,1.52
2,18/09/2024,14:00,SWEDEN - SUPERETTAN,Skovde AIK,Varberg,3.2,3.5,2.1,1.73,1.62,2.2
3,18/09/2024,17:30,PERU - LIGA 1,Comerciantes Unidos,Cesar Vallejo,2.2,3.4,3.1,2.0,1.73,2.0
4,18/09/2024,20:30,PERU - LIGA 1,Cienciano,Sport Huancayo,2.0,3.2,3.8,2.1,1.83,1.83
