,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,THAILAND - THAI LEAGUE 1,31/03/2024,07:30,Buriram,Chiangrai Utd,1.33,5.1,7.6
2,THAILAND - THAI LEAGUE 1,31/03/2024,08:00,Muang Thong Utd,Police Tero,1.42,4.65,6.2
3,ESTONIA - MEISTRILIIGA,31/03/2024,08:30,Levadia,Paide,1.88,3.35,3.55
4,NORTH MACEDONIA - 1. MFL,31/03/2024,10:00,Struga,Voska Sport,1.39,4.15,7.7
5,SWEDEN - SUPERETTAN,31/03/2024,10:00,Trelleborg,Oddevold,2.1,3.3,3.1
6,SWEDEN - SUPERETTAN,31/03/2024,10:00,Landskrona,Sandviken,2.05,3.5,3.1
7,NORTH MACEDONIA - 1. MFL,31/03/2024,10:00,KF Gostivar,Makedonija GP,1.5,3.95,5.9
8,SPAIN - PRIMERA RFEF,31/03/2024,11:00,Cultural Leonesa,Lugo,1.85,3.1,4.0
9,INDIA - ISL,31/03/2024,11:00,Mohun Bagan,Chennaiyin,1.53,4.0,5.5
10,PERU - LIGA 1,31/03/2024,15:00,Sport Huancayo,ADT Tarma,2.05,3.6,3.4
11,ARGENTINA - PRIMERA NACIONAL,31/03/2024,16:30,Racing Cordoba,Gimnasia Jujuy,2.0,3.1,4.33
12,CHILE - PRIMERA DIVISION,31/03/2024,18:00,Cobreloa,U. De Chile,2.55,3.3,2.8
13,CHILE - PRIMERA DIVISION,31/03/2024,20:30,U. Espanola,Nublense,2.25,3.25,3.4
