Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ALBANIA - SUPERLIGA,27/09/2023,10:00,Erzeni,Skenderbeu,2.1,2.87,3.55
2,SERBIA - PRVA LIGA,27/09/2023,10:00,Jedinstvo U.,Vrsac,1.99,3.2,3.61
3,EGYPT - PREMIER LEAGUE,27/09/2023,10:00,Enppi,El Gaish,2.65,2.7,2.92
4,MONTENEGRO - PRVA CRNOGORSKA LIGA,27/09/2023,10:30,Arsenal Tivat,Rudar,1.98,3.15,3.75
5,INDIA - ISL,27/09/2023,11:30,Mohun Bagan,Bengaluru FC,1.65,3.6,4.75
6,SERBIA - PRVA LIGA,27/09/2023,12:00,Dubocica,Smederevo,1.9,3.2,3.7
7,SERBIA - SUPER LIGA,27/09/2023,12:00,Novi Pazar,Sp. Subotica,1.98,3.35,3.65
8,FINLAND - YKKONEN,27/09/2023,12:30,KaPa,JJK Jyvaskyla,1.67,4.0,4.0
9,ALBANIA - SUPERLIGA,27/09/2023,13:00,Vllaznia,Egnatia,2.4,3.0,2.77
10,MALTA - PREMIER LEAGUE,27/09/2023,13:00,Marsaxlokk,Sirens,2.35,3.2,2.82
11,GEORGIA - CRYSTALBET EROVNULI LIGA,27/09/2023,13:00,Gagra,Shukura,1.52,4.05,4.85
12,EGYPT - PREMIER LEAGUE,27/09/2023,13:00,El Gouna,ZED,2.45,2.95,2.92
13,NETHERLANDS - EREDIVISIE,27/09/2023,13:45,PSV,G.A. Eagles,1.17,7.5,17.0
14,MONTENEGRO - PRVA CRNOGORSKA LIGA,27/09/2023,14:00,Mornar Bar,Petrovac,2.4,3.1,2.85
15,CAMEROON - ELITE ONE,27/09/2023,14:00,Fauve Azur Elite,Victoria United,1.93,3.0,4.08
16,BULGARIA - PARVA LIGA,27/09/2023,14:30,Ludogorets,Lok. Plovdiv,1.3,5.0,11.0
17,MALTA - PREMIER LEAGUE,27/09/2023,15:00,Mosta,Sliema,2.1,3.35,3.2
18,ALBANIA - SUPERLIGA,27/09/2023,15:15,Teuta,Kukesi,1.75,3.4,4.15
19,SLOVAKIA - NIKE LIGA,27/09/2023,15:30,Trnava,Kosice,1.52,4.0,6.1
20,NETHERLANDS - EREDIVISIE,27/09/2023,16:00,Ajax,FC Volendam,1.13,8.5,15.0
21,SOUTH AMERICA - COPA LIBERTADORES,27/09/2023,21:30,Fluminense (Bra),Internacional (Bra),1.85,3.5,4.33
