,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,19/09/2023,00:00,Pachuca,Santos Laguna,2.1,3.75,3.2,1.6,2.3,1.53,2.38,1.4,1.356466,0.565,1.2,1.2489996,1.078,0.47619048,0.26666668,0.3125,0.625,0.4347826,0.25565413,0.2,2.605,1,0.8704
2,SOUTH KOREA - K LEAGUE 2,19/09/2023,07:00,Busan,Ansan Greeners,1.5,4.0,5.5,1.83,1.98,2.0,1.73,1.8,1.2489996,0.916,0.6,0.9165151,0.917,0.6666667,0.25,0.18181819,0.5464481,0.5050505,0.5852731,1.2,2.166,1,0.5937
3,SOUTH KOREA - K LEAGUE 2,19/09/2023,07:30,Seongnam,Gimcheon Sangmu,3.6,3.4,1.91,1.8,2.0,1.73,2.0,1.0,1.0954452,0.68,1.6,1.4282857,0.66,0.2777778,0.29411766,0.5235602,0.5555556,0.5,0.30729696,-0.6,2.524,1,0.5012
4,SOUTH KOREA - K LEAGUE 2,19/09/2023,07:30,Cheongju,Seoul E-Land,2.15,3.2,3.0,2.15,1.67,1.91,1.8,1.9,1.3747727,0.947,1.5,1.2845232,1.025,0.4651163,0.3125,0.33333334,0.4651163,0.5988024,0.18246809,0.4,2.659,1,0.5065
5,PERU - LIGA 1,19/09/2023,15:00,Alianza Atl.,Binacional,1.7,3.6,5.25,1.7,2.1,1.67,2.1,1.6,1.2,0.915,0.1,0.3,0.895,0.5882353,0.2777778,0.1904762,0.5882353,0.47619048,0.4846921,1.5,1.5,1,0.8139
6,ARGENTINA - COPA DE LA LIGA PROFESIONAL,19/09/2023,18:45,Central Cordoba,Boca Juniors,3.4,3.4,2.15,2.6,1.48,2.2,1.62,1.1,1.3,1.358,1.1,1.3,1.345,0.29411766,0.29411766,0.4651163,0.3846154,0.6756757,0.22958012,0.0,2.6,1,0.6
7,ARGENTINA - COPA DE LA LIGA PROFESIONAL,19/09/2023,21:00,Huracan,Gimnasia L.P.,2.05,3.0,4.2,2.6,1.48,2.2,1.62,1.2,1.2489996,1.281,0.9,1.1357816,1.42,0.4878049,0.33333334,0.23809524,0.3846154,0.6756757,0.29142335,0.3,2.385,1,1.0
8,ARGENTINA - COPA DE LA LIGA PROFESIONAL,19/09/2023,21:00,Rosario Central,Independiente,2.38,2.9,3.5,2.6,1.48,2.1,1.67,1.4,1.1135529,0.808,1.3,1.1874342,0.894,0.42016807,0.3448276,0.2857143,0.3846154,0.6756757,0.15710412,0.1,2.301,1,1.0
9,BRAZIL - SERIE A,19/09/2023,21:30,America MG,Bragantino,2.8,3.25,2.55,2.03,1.83,1.75,2.0,1.6,1.4282857,0.646,1.3,1.1874342,0.874,0.35714287,0.30769232,0.39215687,0.49261084,0.5464481,0.09834509,0.3,2.616,1,1.0
10,COLOMBIA - PRIMERA A,19/09/2023,22:20,La Equidad,Dep. Cali,1.95,3.3,4.2,2.35,1.57,2.1,1.67,1.8,0.9797959,1.118,0.7,1.1874342,1.341,0.51282054,0.3030303,0.23809524,0.42553192,0.6369427,0.3337112,1.1,2.167,1,0.8
