Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,05/05/2024,07:00,SPAIN - PRIMERA RFEF,Algeciras,Baleares,1.58,3.69,5.69,2.16,2.14,1.67,1.04,1.46,1.36,8.0,1.05
24,05/05/2024,07:00,SPAIN - PRIMERA RFEF,Malaga,Merida AD,1.55,3.5,5.5,2.2,2.25,1.57,1.06,1.44,1.36,7.5,1.07
23,05/05/2024,07:00,HONG KONG - PREMIER LEAGUE,Hong Kong Rangers,HK U23,1.16,6.9,12.5,1.3,1.87,1.75,1.01,1.16,1.06,2.55,1.4
22,05/05/2024,08:00,THAILAND - THAI LEAGUE 1,Port MTI FC,Chonburi,1.5,4.45,5.3,1.47,1.6,2.2,1.03,1.27,1.15,3.45,1.27
21,05/05/2024,09:00,SCOTLAND - PREMIERSHIP,Rangers,Kilmarnock,1.25,6.5,10.0,1.5,1.95,1.8,1.02,1.25,1.17,4.0,1.25
20,05/05/2024,09:00,SPAIN - LALIGA2,Eibar,Amorebieta,1.44,4.2,8.0,1.98,2.2,1.62,1.05,1.4,1.29,6.5,1.11
19,05/05/2024,09:30,AUSTRIA - BUNDESLIGA,Sturm Graz,Hartberg,1.4,4.5,8.5,1.65,1.91,1.91,1.03,1.3,1.18,4.5,1.18
18,05/05/2024,10:00,PORTUGAL - LIGA PORTUGAL 2,Nacional,FC Porto B,1.55,4.0,4.75,1.53,1.62,2.2,1.03,1.29,1.17,4.0,1.22
17,05/05/2024,10:00,ENGLAND - PREMIER LEAGUE,Chelsea,West Ham,1.6,4.5,4.75,1.36,1.44,2.63,1.02,1.2,1.11,3.2,1.36
16,05/05/2024,11:15,SPAIN - LALIGA2,Espanyol,Gijon,1.73,3.4,5.0,2.15,2.0,1.73,1.07,1.44,1.36,9.0,1.07
15,05/05/2024,11:30,SWEDEN - ALLSVENSKAN,AIK,Norrkoping,1.7,3.75,5.0,1.83,1.75,2.0,1.04,1.36,1.25,6.0,1.13
14,05/05/2024,12:00,CROATIA - HNL,Hajduk Split,Varazdin,1.36,4.5,7.5,1.93,2.25,1.57,1.05,1.4,1.29,6.5,1.11
13,05/05/2024,12:30,SLOVENIA - PRVA LIGA,O. Ljubljana,Mura,1.32,5.0,8.0,1.57,1.95,1.75,1.03,1.31,1.19,4.0,1.21
12,05/05/2024,12:30,POLAND - EKSTRAKLASA,Legia,Radomiak Radom,1.45,4.5,6.0,1.7,1.91,1.91,1.04,1.33,1.22,5.0,1.17
11,05/05/2024,14:00,PORTUGAL - LIGA PORTUGAL,Braga,Casa Pia,1.33,5.25,9.0,1.53,1.91,1.91,1.02,1.25,1.14,4.0,1.22
10,05/05/2024,15:00,NETHERLANDS - EREDIVISIE,Feyenoord,Zwolle,1.1,10.0,19.0,1.33,2.2,1.62,1.01,1.18,1.1,2.75,1.4
9,05/05/2024,15:00,IVORY COAST - LIGUE 1,ASEC Mimosas,Lys Sassandra,1.55,3.35,6.0,2.75,2.6,1.47,1.08,1.53,1.5,9.7,1.01
8,05/05/2024,15:00,CANADA - CANADIAN PREMIER LEAGUE,Atl. Ottawa,Valour,1.6,3.8,5.6,2.1,2.12,1.65,1.08,1.47,1.37,6.5,1.09
7,05/05/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Chacarita Juniors,Tristan Suarez,1.67,3.4,6.0,2.35,2.25,1.57,1.1,1.5,1.44,11.0,1.05
6,05/05/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,SA Bulo Bulo,Universitario de Vinto,1.55,3.8,5.0,1.85,1.91,1.8,1.04,1.4,1.25,6.0,1.13
5,05/05/2024,16:00,BRAZIL - SERIE A,Athletico-PR,Vasco,1.67,4.0,5.0,2.05,2.0,1.75,1.06,1.4,1.33,7.0,1.1
4,05/05/2024,16:00,BRAZIL - SERIE A,Gremio,Criciuma,1.65,3.8,5.0,2.1,2.1,1.67,1.07,1.44,1.36,8.0,1.08
3,05/05/2024,17:00,USA - MLS,New York City,Colorado Rapids,1.75,3.6,4.75,2.0,1.91,1.91,1.05,1.4,1.29,7.0,1.1
2,05/05/2024,18:00,VENEZUELA - LIGA FUTVE,Portuguesa,Angostura,1.72,3.35,4.7,2.12,2.02,1.62,1.05,1.47,1.38,7.8,1.04
25,05/05/2024,21:00,ARGENTINA - PRIMERA NACIONAL,Quilmes,Alvarado,1.73,3.5,5.0,2.35,2.2,1.62,1.08,1.5,1.4,10.0,1.06
26,05/05/2024,22:00,MEXICO - LIGA MX,Pachuca,Necaxa,1.65,4.0,4.75,1.6,1.62,2.2,1.03,1.29,1.18,4.33,1.2
