Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,22/10/2023,00:10,MEXICO - LIGA MX,U.A.N.L.- Tigres,Cruz Azul,1.7,4.0,4.75,1.62,1.62,2.2,1.03,1.3,1.18,4.33,1.2
27,22/10/2023,05:30,AUSTRIA - 2. LIGA,St. Polten,Leoben,1.65,3.8,4.65,1.7,1.7,2.05,1.04,1.35,1.23,4.4,1.17
26,22/10/2023,08:30,BELGIUM - JUPILER PRO LEAGUE,Genk,KV Mechelen,1.5,4.33,6.0,1.53,1.67,2.1,1.03,1.29,1.14,4.0,1.22
25,22/10/2023,09:00,INDONESIA - LIGA 1,Persija Jakarta,RANS Nusantara,1.62,3.85,4.65,1.78,1.8,1.8,1.01,1.36,1.25,5.7,1.09
24,22/10/2023,09:00,NORTH MACEDONIA - 1. MFL,Shkendija,Brera Strumica,1.5,3.8,6.2,2.05,2.2,1.53,1.04,1.45,1.36,7.4,1.06
23,22/10/2023,09:00,NORTH MACEDONIA - 1. MFL,Shkupi,Bregalnica Stip,1.47,4.05,6.2,1.88,2.02,1.62,1.02,1.39,1.29,6.2,1.09
22,22/10/2023,09:00,UZBEKISTAN - SUPER LEAGUE,Neftchi Fargona,Termez Surkhon,1.5,3.65,6.5,2.15,2.27,1.5,1.05,1.47,1.4,8.1,1.03
21,22/10/2023,09:00,THAILAND - THAI LEAGUE 1,Port MTI FC,Lamphun Warrior,1.31,5.1,8.25,1.57,1.95,1.75,1.03,1.3,1.19,3.95,1.21
20,22/10/2023,09:15,VIETNAM - V.LEAGUE 1,Cong An,Binh Dinh,1.47,4.0,6.1,1.78,1.88,1.72,1.01,1.34,1.25,5.35,1.1
19,22/10/2023,10:00,NORWAY - OBOS-LIGAEN,KFUM Oslo,Raufoss,1.67,4.0,4.75,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
18,22/10/2023,10:30,BULGARIA - PARVA LIGA,Levski Sofia,Cherno More,1.75,3.4,5.25,2.35,2.25,1.57,1.08,1.53,1.44,10.0,1.06
17,22/10/2023,11:00,MOLDOVA - SUPER LIGA,Petrocub,Dacia Buiucani,1.35,4.3,7.3,1.78,2.1,1.7,1.02,1.39,1.27,5.1,1.13
16,22/10/2023,11:15,ITALY - SERIE C,Gubbio,Olbia,1.57,3.6,5.9,2.2,2.22,1.6,1.08,1.5,1.4,6.7,1.07
28,22/10/2023,11:30,SWITZERLAND - SUPER LEAGUE,Luzern,Yverdon,1.5,4.75,5.75,1.5,1.62,2.2,1.03,1.25,1.14,3.75,1.25
15,22/10/2023,12:00,ROMANIA - LIGA 1,Univ. Craiova,Petrolul,1.4,4.2,6.5,1.85,2.0,1.73,1.05,1.36,1.25,6.0,1.13
13,22/10/2023,12:30,SWEDEN - ALLSVENSKAN,Hacken,Norrkoping,1.45,4.5,6.5,1.44,1.57,2.25,1.02,1.25,1.13,3.5,1.29
12,22/10/2023,12:30,SWEDEN - ALLSVENSKAN,Malmo FF,Varberg,1.1,11.0,19.0,1.33,2.25,1.57,1.01,1.18,1.1,2.75,1.4
11,22/10/2023,13:00,CROATIA - HNL,Hajduk Split,Osijek,1.55,3.5,5.5,1.9,1.91,1.8,1.05,1.4,1.25,6.0,1.13
10,22/10/2023,15:00,SPAIN - PRIMERA RFEF,Castellon,Atl. Madrid B,1.53,3.6,5.75,1.78,1.83,1.83,1.04,1.33,1.22,5.0,1.14
9,22/10/2023,15:00,ROMANIA - LIGA 1,FCSB,FC Voluntari,1.36,4.5,7.0,1.67,1.91,1.8,1.03,1.3,1.2,5.0,1.17
8,22/10/2023,16:00,SPAIN - LALIGA2,Valladolid,Andorra,1.75,3.4,5.5,2.08,1.91,1.8,1.07,1.44,1.33,8.0,1.08
7,22/10/2023,16:00,BRAZIL - SERIE A,Flamengo RJ,Vasco,1.62,3.8,5.5,1.95,1.95,1.8,1.05,1.4,1.3,6.5,1.11
6,22/10/2023,16:00,IRELAND - PREMIER DIVISION,Shamrock Rovers,Drogheda,1.25,6.0,10.0,1.53,2.0,1.75,1.02,1.25,1.17,4.0,1.22
5,22/10/2023,16:00,BRAZIL - SERIE A,Atletico-MG,Cruzeiro,1.73,3.6,5.5,2.35,2.2,1.62,1.08,1.5,1.44,10.0,1.06
4,22/10/2023,16:00,BRAZIL - SERIE A,Internacional,Santos,1.67,3.6,5.75,2.2,2.1,1.67,1.08,1.44,1.4,9.0,1.07
3,22/10/2023,17:00,PERU - LIGA 1,Sport Huancayo,Sport Boys,1.45,4.2,6.0,1.62,1.73,2.0,1.03,1.3,1.18,4.5,1.18
2,22/10/2023,18:00,BRAZIL - SERIE B,Sport Recife,Chapecoense-SC,1.5,3.9,6.5,2.07,2.25,1.57,1.07,1.47,1.37,6.2,1.09
14,22/10/2023,18:30,BRAZIL - SERIE A,Bragantino,Fluminense,1.75,3.75,4.75,1.95,1.91,1.91,1.05,1.4,1.29,6.0,1.13
29,22/10/2023,21:00,MEXICO - LIGA MX,Atl. San Luis,Necaxa,1.73,3.8,4.75,1.67,1.62,2.2,1.03,1.3,1.2,5.0,1.17
