,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,30/09/2023,05:00,ROMANIA - LIGA 2,CSM Resita,Viitorul Tg. Jiu,1.8,3.4,4.25,1.93,1.8,1.9,1.06,1.44,1.31,5.5,1.11
2,30/09/2023,08:35,CHINA - SUPER LEAGUE,Zhejiang Professional,Henan Songshan Longmen,1.75,3.75,4.5,1.6,1.57,2.25,1.03,1.29,1.17,4.33,1.2
3,30/09/2023,09:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Abha,Al Riyadh,1.73,3.6,4.2,1.83,1.8,1.91,1.05,1.36,1.25,5.5,1.13
4,30/09/2023,09:30,AUSTRIA - 2. LIGA,Floridsdorfer AC,Bregenz,1.75,3.75,4.2,1.8,1.75,1.98,1.05,1.38,1.26,4.9,1.14
5,30/09/2023,10:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,Scheveningen,1.6,4.2,4.5,1.5,1.57,2.1,1.01,1.25,1.15,3.5,1.21
6,30/09/2023,11:00,SCOTLAND - LEAGUE TWO,Peterhead,Elgin City,1.7,3.8,4.75,1.8,1.8,1.91,1.04,1.36,1.25,5.0,1.14
7,30/09/2023,11:00,SCOTLAND - PREMIERSHIP,Hibernian,Dundee FC,1.75,3.75,4.75,1.8,1.75,2.0,1.04,1.36,1.25,5.5,1.14
8,30/09/2023,13:30,ITALY - SERIE C,Potenza,Monterosi,1.72,3.45,4.8,1.98,1.88,1.82,1.07,1.45,1.33,5.7,1.11
9,30/09/2023,17:30,CHILE - PRIMERA DIVISION,Huachipato,Copiapo,1.75,3.75,4.75,1.73,1.73,2.0,1.04,1.33,1.22,5.5,1.14
10,30/09/2023,18:00,PANAMA - LPF,Tauro,Herrera,1.75,3.4,4.55,2.0,1.91,1.7,1.05,1.45,1.34,8.0,1.05
11,30/09/2023,20:00,CHILE - PRIMERA DIVISION,U. Espanola,Curico Unido,1.8,3.8,4.5,1.9,1.8,1.91,1.05,1.36,1.25,6.0,1.13
12,30/09/2023,20:30,USA - MLS,New England Revolution,Charlotte,1.83,3.8,4.0,1.53,1.53,2.38,1.03,1.29,1.17,4.0,1.22
13,30/09/2023,20:30,USA - MLS,Columbus Crew,Philadelphia Union,1.8,4.0,4.0,1.5,1.53,2.38,1.03,1.25,1.14,3.75,1.25
14,30/09/2023,21:00,USA - USL CHAMPIONSHIP,Memphis,Birmingham,1.78,3.7,4.05,1.7,1.65,2.12,1.04,1.35,1.22,4.35,1.18
15,30/09/2023,21:30,USA - MLS,Houston Dynamo,FC Dallas,1.8,3.8,4.2,1.93,1.8,1.95,1.04,1.36,1.29,6.5,1.11
16,30/09/2023,23:30,USA - MLS,Vancouver Whitecaps,DC United,1.7,4.0,4.5,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
