Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,02/04/2024,07:30,Pohang,Suwon FC,1.67,4.0,3.8
2,NIGERIA - NPFL,02/04/2024,12:00,Gombe,Remo Stars,2.22,3.15,3.15
3,SERBIA - PRVA LIGA,02/04/2024,13:00,Sloboda,Dubocica,2.22,2.8,3.3
4,POLAND - DIVISION 1,02/04/2024,13:00,Wisla Plock,S. Rzeszow,1.75,3.5,4.0
5,BULGARIA - PARVA LIGA,02/04/2024,13:30,Slavia Sofia,Pirin Blagoevgrad,1.45,4.0,8.5
6,SWEDEN - SUPERETTAN,02/04/2024,14:00,Oster,Degerfors,1.8,3.8,3.75
7,NORTHERN IRELAND - NIFL CHAMPIONSHIP,02/04/2024,15:45,Bangor FC,Portadown,2.37,3.65,2.55
8,ITALY - COPPA ITALIA,02/04/2024,16:00,Juventus,Lazio,1.8,3.4,5.0
9,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/04/2024,16:00,Al Hilal,Al Akhdoud,1.17,8.0,13.0
10,SOUTH AMERICA - COPA LIBERTADORES,02/04/2024,19:00,Cobresal (Chi),Barcelona SC (Ecu),2.57,3.35,2.75
11,DOMINICAN REPUBLIC - LDF,02/04/2024,20:00,Moca,Vega Real,2.1,3.15,3.15
12,SOUTH AMERICA - COPA LIBERTADORES,02/04/2024,21:00,The Strongest (Bol),Gremio (Bra),1.42,4.85,7.4
13,SOUTH AMERICA - COPA LIBERTADORES,02/04/2024,23:00,U. de Deportes (Per),LDU Quito (Ecu),2.4,3.15,3.15
