,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,30/09/2024,11:00,CROATIA - HNL,Gorica,Slaven Belupo,2.5,3.1,2.7,2.1,1.83,1.83
2,30/09/2024,14:10,SWEDEN - ALLSVENSKAN,Goteborg,GAIS,2.55,3.4,2.63,1.98,1.75,2.0
3,30/09/2024,22:30,PANAMA - LPF,Independiente,Arabe Unido,2.12,3.1,3.35,2.05,1.82,1.78
