Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/08/2024,14:00,SERBIA - PRVA LIGA,Macva,Dubocica,1.38,3.9,7.8,1.9,2.09,1.71,1.03,1.5,1.28,7.5,1.06
2,03/08/2024,15:00,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,Patronato,2.0,3.0,4.5,3.5,2.75,1.4,1.17,1.75,1.73,19.0,1.02
3,03/08/2024,15:00,ARGENTINA - PRIMERA NACIONAL,San Miguel,Guillermo Brown,1.7,3.6,5.0,2.88,2.75,1.4,1.11,1.62,1.62,15.0,1.03
4,03/08/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Madryn,Deportivo Moron,1.7,3.2,6.0,3.1,2.63,1.44,1.13,1.62,1.62,15.0,1.03
5,03/08/2024,19:00,COLOMBIA - PRIMERA A,Jaguares de Cordoba,Dep. Pasto,2.3,3.0,3.3,2.5,2.1,1.67,1.1,1.57,1.5,11.0,1.05
