,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
2,26/07/2023,14:30,EGYPT - PREMIER LEAGUE,Al Masry,Al Ahly,4.28,3.78,1.79,1.85,1.75
1,26/07/2023,15:00,EUROPE - EUROPA CONFERENCE LEAGUE,Fenerbahce (Tur),Zimbru Chisinau (Mda),1.06,12.0,29.0,1.29,3.0
