,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,06/04/2024,00:10,Club Tijuana,Necaxa,1.8,3.8,4.0,1.7,2.1,1.63,2.1,1.6,1.2,0.722,1.1,1.0440307,1.255,0.5555556,0.2631579,0.25,0.5882353,0.47619048,0.39591882,0.5,2.244,1,0.7606
2,AUSTRALIA - A-LEAGUE,06/04/2024,01:30,Western United,Macarthur FC,1.95,4.0,3.5,1.4,2.88,1.36,3.0,1.0,1.3416408,0.794,1.5,1.2845232,0.406,0.51282054,0.25,0.2857143,0.71428573,0.3472222,0.33301803,-0.5,2.626,1,0.8
3,SOUTH KOREA - K LEAGUE 2,06/04/2024,02:00,Anyang,Ansan Greeners,1.5,4.2,6.0,1.67,2.15,1.8,1.91,1.6,1.2,0.704,1.1,1.3,0.589,0.6666667,0.23809524,0.16666667,0.5988024,0.4651163,0.61824125,0.5,2.5,1,0.5929
4,AUSTRALIA - A-LEAGUE,06/04/2024,03:30,Central Coast Mariners,Wellington Phoenix,1.8,4.0,4.33,1.73,2.08,1.75,2.0,2.0,1.264911,0.411,1.9,1.1357816,0.525,0.5555556,0.25,0.23094688,0.5780347,0.48076922,0.43049008,0.1,2.401,1,0.8
5,SOUTH KOREA - K LEAGUE 2,06/04/2024,04:30,Seoul E-Land,Gimpo FC,2.0,3.25,3.3,2.2,1.65,1.91,1.8,1.0,1.3416408,0.934,1.2,1.2489996,1.464,0.5,0.30769232,0.3030303,0.45454547,0.6060606,0.24787457,-0.2,2.591,1,0.5109
6,SOUTH KOREA - K LEAGUE 1,06/04/2024,04:30,Incheon,Jeju Utd,2.15,3.4,3.3,2.1,1.7,1.83,1.83,2.0,1.264911,0.624,0.3,0.45825756,0.702,0.4651163,0.29411766,0.3030303,0.47619048,0.5882353,0.22195908,1.7,1.723,1,0.5021
7,PORTUGAL - LIGA PORTUGAL 2,06/04/2024,07:00,Penafiel,Os Belenenses,1.91,3.25,3.6,2.15,1.67,1.91,1.8,1.9,1.3747727,0.821,0.3,0.45825756,0.932,0.5235602,0.30769232,0.2777778,0.4651163,0.5988024,0.29619178,1.6,1.833,1,0.7657
8,SWEDEN - SUPERETTAN,06/04/2024,08:00,Ostersund,Trelleborg,1.8,3.6,4.2,1.88,1.98,1.75,2.0,1.9,1.1357816,0.71,1.4,1.1135529,0.777,0.5555556,0.2777778,0.23809524,0.5319149,0.5050505,0.39544734,0.5,2.249,1,0.5126
9,POLAND - DIVISION 1,06/04/2024,10:00,Termalica B-B.,Zaglebie Sosnowiec,1.62,4.33,4.75,1.7,2.1,1.8,1.91,1.6,1.2,0.724,0.7,0.9,1.533,0.61728394,0.23094688,0.21052632,0.5882353,0.47619048,0.5302066,0.9,2.1,1,0.8062
10,SPAIN - PRIMERA RFEF,06/04/2024,10:00,R. Sociedad B,Sestao,1.7,3.4,4.33,2.38,1.53,2.38,1.53,1.0,1.0954452,0.762,0.9,1.1357816,0.762,0.5882353,0.29411766,0.23094688,0.42016807,0.6535948,0.41953307,0.1,2.231,1,0.8431
