Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,12/03/2024,10:00,SERBIA - SUPER LIGA,TSC,Mladost,1.44,4.3,6.7,1.75,1.93,1.78,1.05,1.36,1.24,4.6,1.16
2,12/03/2024,11:00,INDIA - ISL,Mumbai City,North East Utd,1.45,4.33,5.75,1.6,1.73,2.0,1.03,1.31,1.18,4.33,1.2
3,12/03/2024,12:00,SERBIA - SUPER LIGA,Novi Pazar,Vozdovac,1.72,3.55,4.65,1.87,1.8,1.91,1.06,1.42,1.29,5.3,1.12
4,12/03/2024,12:00,SERBIA - SUPER LIGA,Cukaricki,Sp. Subotica,1.55,3.85,5.7,1.85,1.91,1.8,1.06,1.4,1.28,5.2,1.13
5,12/03/2024,14:30,POLAND - EKSTRAKLASA,Piast Gliwice,Puszcza,1.45,4.2,8.0,2.08,2.25,1.57,1.07,1.44,1.33,8.0,1.08
6,12/03/2024,15:30,QATAR - QSL,Al Rayyan,Umm-Salal,1.5,4.35,5.4,1.45,1.55,2.3,1.03,1.26,1.14,3.3,1.29
7,12/03/2024,16:45,ENGLAND - LEAGUE TWO,Wrexham,Harrogate,1.33,5.5,8.5,1.53,1.8,1.91,1.02,1.29,1.14,4.0,1.22
8,12/03/2024,16:45,ENGLAND - LEAGUE TWO,Bradford City,Forest Green,1.67,3.75,5.5,2.0,1.83,1.83,1.06,1.44,1.3,7.0,1.1
9,12/03/2024,16:45,ENGLAND - LEAGUE ONE,Derby,Reading,1.67,3.75,5.5,1.85,1.8,1.95,1.05,1.4,1.25,6.0,1.13
10,12/03/2024,16:45,ENGLAND - LEAGUE ONE,Leyton Orient,Port Vale,1.6,4.0,5.75,2.05,2.05,1.7,1.05,1.45,1.3,7.0,1.1
11,12/03/2024,16:45,ENGLAND - LEAGUE ONE,Lincoln,Cambridge Utd,1.7,3.6,5.5,2.3,2.1,1.67,1.08,1.53,1.4,10.0,1.06
12,12/03/2024,17:00,ENGLAND - LEAGUE ONE,Bolton,Oxford Utd,1.73,3.8,4.75,1.85,1.8,1.95,1.05,1.4,1.25,6.0,1.13
13,12/03/2024,19:00,MOROCCO - BOTOLA PRO,Wydad,IR Tanger,1.45,3.8,6.0,1.98,2.1,1.67,1.06,1.4,1.3,7.0,1.1
14,12/03/2024,22:30,PERU - LIGA 1,U. de Deportes,Cusco,1.22,5.5,11.0,1.9,2.75,1.4,1.06,1.39,1.25,6.5,1.11
