Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,USA - MLS,03/03/2024,00:30,Seattle Sounders,Austin FC,1.53,4.2,6.0
2,INDONESIA - LIGA 1,03/03/2024,05:00,Persebaya,PSS Sleman,1.78,3.5,4.15
3,MALTA - PREMIER LEAGUE,03/03/2024,07:00,Marsaxlokk,Mosta,1.9,3.3,3.85
4,INDIA - I-LEAGUE,03/03/2024,07:00,Delhi FC,Namdhari,1.6,4.0,4.75
5,RUSSIA - PREMIER LEAGUE,03/03/2024,08:00,Pari NN,Fakel Voronezh,2.42,3.25,3.41
6,THAILAND - THAI LEAGUE 1,03/03/2024,08:00,Buriram,Bangkok Utd,1.83,3.55,3.95
7,POLAND - EKSTRAKLASA,03/03/2024,08:30,LKS Lodz,Puszcza,2.38,3.3,2.63
8,CHINA - SUPER LEAGUE,03/03/2024,08:35,Zhejiang Professional,Shenzhen Xinpengcheng,1.44,4.5,7.5
9,POLAND - DIVISION 1,03/03/2024,08:40,Leczna,Motor Lublin,2.2,3.0,3.1
10,VIETNAM - V.LEAGUE 1,03/03/2024,09:15,Cong An,Hong Linh Ha Tinh,1.42,4.4,6.4
11,BULGARIA - PARVA LIGA,03/03/2024,09:30,CSKA Sofia,Beroe,1.25,6.0,12.0
12,URUGUAY - PRIMERA DIVISION,03/03/2024,10:00,Fenix,Boston River,2.3,3.1,3.1
13,NORTH MACEDONIA - 1. MFL,03/03/2024,10:00,KF Gostivar,Brera Strumica,2.18,3.15,3.2
14,SWITZERLAND - SUPER LEAGUE,03/03/2024,10:15,Luzern,Lugano,2.05,3.75,3.3
15,SERBIA - SUPER LIGA,03/03/2024,10:30,Novi Pazar,Mladost,2.02,3.3,3.55
16,POLAND - DIVISION 1,03/03/2024,11:00,Polonia Warszawa,Chrobry Glogow,2.0,3.4,3.4
17,NIGERIA - NPFL,03/03/2024,12:00,Plateau United,Bendel,1.3,4.35,10.75
18,NIGERIA - NPFL,03/03/2024,12:00,Niger Tornadoes,Enugu Rangers,1.78,3.0,5.1
19,NIGERIA - NPFL,03/03/2024,12:00,Heartland,Sunshine Stars,1.6,3.4,5.9
20,GHANA - PREMIER LEAGUE,03/03/2024,12:00,Samartex,Nations FC,1.8,3.15,4.2
21,NIGERIA - NPFL,03/03/2024,12:00,Lobi Stars,Katsina Utd,1.42,3.95,7.7
22,SERBIA - SUPER LIGA,03/03/2024,12:30,Vozdovac,Sp. Subotica,2.2,3.3,3.15
23,AUSTRIA - BUNDESLIGA,03/03/2024,13:00,SK Rapid,A. Lustenau,1.2,6.5,13.0
24,SENEGAL - LIGUE 1,03/03/2024,13:30,Pikine,Linguere,2.05,2.75,3.9
25,POLAND - EKSTRAKLASA,03/03/2024,13:30,Rakow,Lech Poznan,1.95,3.25,3.8
26,SENEGAL - LIGUE 1,03/03/2024,13:30,US Goree,Generation F.,1.88,3.0,4.15
27,EGYPT - PREMIER LEAGUE,03/03/2024,14:00,Enppi,Al Ittihad,2.5,2.75,3.05
28,MOROCCO - BOTOLA PRO,03/03/2024,14:00,Raja Casablanca,Olympique de Safi,1.5,3.5,6.5
29,SPAIN - LALIGA2,03/03/2024,14:30,Zaragoza,Amorebieta,1.62,3.5,7.0
30,ANDORRA - PRIMERA DIVISIÓ,03/03/2024,14:30,Penya,Ordino,1.91,3.2,3.6
31,SPAIN - PRIMERA RFEF,03/03/2024,15:00,Dep. La Coruna,Lugo,1.4,4.0,6.5
32,USA - MLS,03/03/2024,16:00,New England Revolution,Toronto FC,1.75,4.0,4.33
33,BOLIVIA - DIVISION PROFESIONAL,03/03/2024,16:00,Nacional Potosi,Aurora,1.67,3.5,4.5
34,PERU - LIGA 1,03/03/2024,17:00,Los Chankas,Sport Boys,1.53,3.8,5.75
35,ARGENTINA - PRIMERA NACIONAL,03/03/2024,17:00,Deportivo Moron,San Telmo,1.83,3.3,5.0
36,ARGENTINA - PRIMERA NACIONAL,03/03/2024,17:00,Gimnasia y Tiro,Defensores Unidos,1.8,3.4,5.0
37,ARGENTINA - COPA DE LA LIGA PROFESIONAL,03/03/2024,17:00,Defensa y Justicia,Lanus,2.38,2.9,3.5
38,ARGENTINA - PRIMERA NACIONAL,03/03/2024,17:00,Arsenal Sarandi,San Miguel,2.15,3.0,4.0
39,ARGENTINA - COPA DE LA LIGA PROFESIONAL,03/03/2024,17:00,Godoy Cruz,Estudiantes L.P.,2.5,2.9,3.3
40,ARGENTINA - PRIMERA NACIONAL,03/03/2024,17:00,Chacarita Juniors,Talleres (R.E),1.7,3.3,6.0
41,COSTA RICA - PRIMERA DIVISION,03/03/2024,19:00,Saprissa,San Carlos,1.53,3.8,5.25
42,ARGENTINA - COPA DE LA LIGA PROFESIONAL,03/03/2024,19:15,Boca Juniors,Belgrano,1.67,3.5,5.75
43,BOLIVIA - DIVISION PROFESIONAL,03/03/2024,20:30,GV San Jose,Oriente Petrolero,1.57,3.75,4.75
44,CHILE - PRIMERA DIVISION,03/03/2024,20:30,Union La Calera,Deportes Iquique,1.91,3.5,4.2
