,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,29/11/2023,07:00,Gyeongnam,Bucheon FC 1995,2.05,3.25,3.4,2.0,1.8,1.8,1.1,1.91,1.2,1.5,1.0,1.1,0.488,0.308,0.294,0.5,0.909,0.243,0.2,0.4,1,0.6326
2,URUGUAY - PRIMERA DIVISION,29/11/2023,16:30,Liverpool M.,Boston River,1.67,3.8,4.75,1.73,2.08,1.73,1.14,2.0,2.3,0.9,1.3,1.4,0.599,0.263,0.211,0.578,0.877,0.481,1.0,-0.5,1,0.5149
3,URUGUAY - PRIMERA DIVISION,29/11/2023,19:00,Wanderers,Danubio,3.0,3.1,2.3,2.25,1.62,1.91,1.06,1.8,1.0,1.2,0.9,1.3,0.333,0.323,0.435,0.444,0.943,0.139,0.1,-0.1,1,0.5389
