Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,13/04/2024,06:00,INDIA - I-LEAGUE,Real Kashmir,Namdhari,1.42,4.4,6.3,1.57,1.75,1.85,1.01,1.3,1.19,4.6,1.16
21,13/04/2024,06:45,AUSTRALIA - A-LEAGUE,Sydney FC,WS Wanderers,1.65,4.5,4.5,1.4,1.44,2.63,1.02,1.22,1.13,3.4,1.33
22,13/04/2024,08:30,ENGLAND - CHAMPIONSHIP,Leeds,Blackburn,1.33,5.0,10.0,1.57,1.83,1.83,1.03,1.29,1.17,4.33,1.22
23,13/04/2024,09:00,MALTA - PREMIER LEAGUE,Floriana,Mosta,1.25,5.2,10.5,1.7,2.32,1.47,1.01,1.32,1.22,5.18,1.13
24,13/04/2024,09:30,INDIA - I-LEAGUE,Mohammedan,Delhi FC,1.52,4.25,5.0,1.45,1.55,2.15,1.01,1.24,1.14,3.2,1.25
25,13/04/2024,10:00,POLAND - DIVISION 1,GKS Katowice,Odra Opole,1.6,3.8,5.25,1.98,1.91,1.8,1.05,1.4,1.29,6.5,1.11
26,13/04/2024,10:00,ALBANIA - SUPERLIGA,KF Tirana,Kukesi,1.6,3.75,4.65,1.82,1.85,1.91,1.01,1.36,1.27,5.5,1.11
31,13/04/2024,11:00,SCOTLAND - CHAMPIONSHIP,Ayr,Arbroath,1.4,4.0,6.5,1.62,1.83,1.83,1.03,1.3,1.2,4.33,1.2
27,13/04/2024,11:00,ENGLAND - LEAGUE TWO,Stockport County,Morecambe,1.3,5.5,9.5,1.62,2.0,1.73,1.04,1.29,1.18,4.5,1.18
29,13/04/2024,11:00,ENGLAND - LEAGUE TWO,Wrexham,Forest Green,1.4,5.0,7.5,1.65,1.83,1.83,1.03,1.3,1.2,4.5,1.18
30,13/04/2024,11:00,SCOTLAND - PREMIERSHIP,Celtic,St. Mirren,1.2,6.5,15.0,1.4,1.95,1.8,1.02,1.22,1.13,3.4,1.33
33,13/04/2024,11:00,ENGLAND - LEAGUE ONE,Derby,Leyton Orient,1.5,4.2,7.0,1.98,2.05,1.7,1.05,1.4,1.29,6.5,1.11
34,13/04/2024,11:00,ENGLAND - CHAMPIONSHIP,Southampton,Watford,1.44,5.0,6.5,1.53,1.73,2.0,1.03,1.25,1.17,4.0,1.25
37,13/04/2024,11:00,SPAIN - PRIMERA RFEF,Cordoba,Alcoyano,1.4,3.8,7.5,2.0,2.25,1.57,1.06,1.4,1.3,6.5,1.1
32,13/04/2024,11:00,ENGLAND - LEAGUE ONE,Stevenage,Burton,1.53,4.2,6.0,2.15,2.2,1.62,1.06,1.44,1.36,9.0,1.07
35,13/04/2024,11:15,SPAIN - LALIGA2,Gijon,FC Cartagena SAD,1.7,3.75,5.0,2.35,2.25,1.57,1.08,1.5,1.44,11.0,1.05
36,13/04/2024,11:30,PORTUGAL - LIGA PORTUGAL,Vitoria Guimaraes,SC Farense,1.53,4.0,6.5,1.88,1.95,1.8,1.05,1.36,1.25,6.0,1.13
20,13/04/2024,11:45,BULGARIA - PARVA LIGA,Slavia Sofia,Hebar,1.3,6.0,7.5,1.98,2.63,1.44,1.04,1.36,1.3,7.0,1.1
19,13/04/2024,12:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Jedinstvo,Jezero,1.53,3.45,6.6,1.98,1.78,1.83,1.01,1.44,1.33,6.18,1.09
18,13/04/2024,12:00,BELARUS - VYSSHAYA LIGA,Isloch,Arsenal Dzyarzhynsk,1.61,3.74,6.11,2.38,2.36,1.56,1.05,1.5,1.41,8.4,1.03
17,13/04/2024,13:00,SLOVAKIA - NIKE LIGA,Trencin,Z. Moravce-Vrable,1.35,5.2,7.5,1.53,1.82,1.9,1.03,1.29,1.17,3.7,1.25
2,13/04/2024,13:00,SWITZERLAND - CHALLENGE LEAGUE,Thun,Bellinzona,1.38,4.6,7.3,1.65,1.93,1.78,1.04,1.33,1.22,4.3,1.18
3,13/04/2024,13:15,BELGIUM - JUPILER PRO LEAGUE,KV Mechelen,Westerlo,1.7,3.75,4.75,1.73,1.7,2.05,1.04,1.33,1.22,5.5,1.14
4,13/04/2024,13:30,SPAIN - LALIGA2,Valladolid,Eldense,1.7,3.6,5.25,2.35,2.25,1.57,1.08,1.5,1.44,10.0,1.06
5,13/04/2024,13:45,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Waalwijk,1.3,5.25,10.0,1.5,1.8,1.95,1.02,1.25,1.14,3.75,1.25
6,13/04/2024,14:00,PORTUGAL - LIGA PORTUGAL,FC Porto,Famalicao,1.22,6.5,12.0,1.67,2.25,1.57,1.03,1.3,1.2,5.0,1.17
9,13/04/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Mendoza,Aldosivi,1.75,3.4,5.25,2.5,2.25,1.57,1.1,1.53,1.5,11.0,1.05
7,13/04/2024,16:00,BRAZIL - BRASILEIRO WOMEN,Cruzeiro W,Real Brasilia W,1.5,3.85,5.5,1.65,1.8,1.91,1.01,1.31,1.21,4.79,1.15
8,13/04/2024,16:00,SPAIN - LALIGA2,Levante,Amorebieta,1.62,4.0,5.5,2.15,2.1,1.67,1.06,1.44,1.36,9.0,1.07
10,13/04/2024,16:30,PERU - LIGA 1,Alianza Atl.,Union Comercio,1.6,3.75,5.75,1.98,1.91,1.8,1.05,1.4,1.29,6.5,1.11
11,13/04/2024,17:30,ECUADOR - LIGA PRO,Macara,Orense,1.57,3.6,5.0,1.98,1.91,1.8,1.05,1.4,1.3,7.0,1.1
12,13/04/2024,18:30,BRAZIL - SERIE A,Internacional,Bahia,1.73,3.6,5.0,2.08,2.0,1.75,1.07,1.44,1.36,8.0,1.08
