Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,09/12/2023,09:00,INDONESIA - LIGA 1,Borneo,PSIS Semarang,1.6,3.75,5.1,1.7,1.7,1.91,1.04,1.33,1.23,4.7,1.15
27,09/12/2023,09:00,THAILAND - THAI LEAGUE 1,Buriram,Nakhon Pathom,1.24,5.8,9.5,1.44,1.9,1.82,1.02,1.25,1.14,3.25,1.3
26,09/12/2023,10:00,THAILAND - THAI LEAGUE 1,Pathum United,Ratchaburi,1.57,4.1,5.0,1.57,1.65,2.12,1.03,1.31,1.19,3.95,1.21
25,09/12/2023,10:00,BULGARIA - PARVA LIGA,Cherno More,Slavia Sofia,1.73,3.4,5.5,2.4,2.25,1.57,1.1,1.53,1.44,11.0,1.05
24,09/12/2023,11:00,MOROCCO - BOTOLA PRO,Raja Casablanca,Renaissance Zemamra,1.42,4.0,7.3,2.0,2.25,1.5,1.03,1.44,1.34,7.1,1.05
23,09/12/2023,11:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Decic,Jedinstvo,1.38,4.35,7.5,1.8,2.05,1.6,1.02,1.35,1.26,5.8,1.1
22,09/12/2023,11:30,QATAR - QSL,Al-Gharafa,Shamal,1.52,4.55,5.0,1.36,1.47,2.52,1.02,1.22,1.11,2.87,1.37
21,09/12/2023,11:30,QATAR - QSL,Al-Duhail,Qatar SC,1.5,4.5,5.3,1.47,1.6,2.2,1.03,1.26,1.15,3.4,1.27
16,09/12/2023,12:00,ENGLAND - PREMIER LEAGUE,Manchester Utd,Bournemouth,1.53,4.33,5.75,1.53,1.67,2.1,1.03,1.29,1.17,4.0,1.25
20,09/12/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ahli SC,Al Raed,1.36,4.75,7.0,1.44,1.73,2.0,1.02,1.25,1.13,3.5,1.29
19,09/12/2023,12:00,SCOTLAND - PREMIERSHIP,Rangers,Dundee FC,1.18,6.5,17.0,1.48,2.2,1.62,1.03,1.25,1.14,3.75,1.29
18,09/12/2023,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Loughgall,1.42,4.6,6.3,1.55,1.75,1.95,1.03,1.29,1.18,3.85,1.22
15,09/12/2023,12:00,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Ayr,1.45,4.5,6.0,1.65,1.83,1.83,1.03,1.3,1.2,4.5,1.17
17,09/12/2023,12:00,ENGLAND - PREMIER LEAGUE,Brighton,Burnley,1.5,4.75,6.0,1.57,1.7,2.05,1.03,1.29,1.17,4.33,1.22
13,09/12/2023,12:00,ENGLAND - CHAMPIONSHIP,Leicester,Plymouth,1.29,5.5,10.0,1.44,1.73,2.0,1.02,1.22,1.13,3.5,1.3
12,09/12/2023,12:00,ENGLAND - LEAGUE ONE,Charlton,Cambridge Utd,1.62,3.75,5.5,1.85,1.8,1.95,1.05,1.36,1.25,6.0,1.13
11,09/12/2023,12:00,ENGLAND - LEAGUE TWO,Notts Co,Walsall,1.6,4.0,5.5,1.6,1.67,2.1,1.03,1.29,1.17,4.33,1.2
10,09/12/2023,12:00,ENGLAND - LEAGUE ONE,Blackpool,Carlisle,1.5,4.2,7.0,1.88,2.0,1.75,1.05,1.36,1.25,6.0,1.13
28,09/12/2023,12:00,SCOTLAND - LEAGUE ONE,Falkirk,Kelty Hearts,1.3,5.75,10.0,1.53,1.91,1.8,1.01,1.25,1.17,4.0,1.22
9,09/12/2023,12:15,ITALY - SERIE C,Pescara,Olbia,1.5,4.25,5.6,1.72,1.85,1.85,1.04,1.34,1.23,4.55,1.16
8,09/12/2023,12:15,SPAIN - LALIGA2,Valladolid,Amorebieta,1.44,4.33,8.0,1.95,2.2,1.62,1.05,1.4,1.29,6.5,1.11
7,09/12/2023,13:30,POLAND - DIVISION 1,Lechia Gdansk,Chrobry Glogow,1.53,4.33,5.5,1.73,1.83,1.83,1.04,1.33,1.22,5.5,1.14
6,09/12/2023,15:45,ROMANIA - LIGA 1,FC Rapid Bucuresti,FC Voluntari,1.67,3.6,5.25,2.0,1.83,1.83,1.06,1.4,1.29,7.0,1.1
5,09/12/2023,16:45,BELGIUM - JUPILER PRO LEAGUE,Gent,RWDM,1.33,5.5,7.0,1.4,1.7,2.05,1.02,1.22,1.13,3.4,1.3
4,09/12/2023,17:00,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Almere City,1.18,7.0,15.0,1.48,2.1,1.67,1.03,1.25,1.14,3.75,1.25
3,09/12/2023,17:30,PORTUGAL - LIGA PORTUGAL,FC Porto,Casa Pia,1.25,6.0,10.0,1.7,2.38,1.53,1.04,1.33,1.22,5.0,1.17
2,09/12/2023,22:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,River Plate,Rosario Central,1.57,3.75,7.0,2.08,2.2,1.62,1.06,1.44,1.33,8.0,1.08
14,09/12/2023,23:00,COSTA RICA - PRIMERA DIVISION,Saprissa,Cartagines,1.4,4.33,6.0,1.73,1.87,1.83,1.04,1.34,1.23,4.5,1.17
29,09/12/2023,23:00,MEXICO - LIGA MX,Club America,Atl. San Luis,1.33,5.5,9.5,1.5,1.91,1.91,1.03,1.25,1.14,3.75,1.25
