Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/08/2023,09:00,THAILAND - THAI LEAGUE 1,Ratchaburi,Nakhon Pathom,1.74,3.7,4.47,1.92,1.81,1.95,1.02,1.39,1.27,5.95,1.08
2,19/08/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Brown Adrogue,Deportivo Madryn,2.1,2.8,4.5,2.7,2.25,1.57,1.14,1.57,1.53,13.0,1.04
3,19/08/2023,17:00,BRAZIL - SERIE B,Ituano,Criciuma,2.59,3.04,2.92,2.54,2.13,1.68,1.08,1.57,1.55,9.9,1.01
4,19/08/2023,21:00,BRAZIL - SERIE A,Cruzeiro,Corinthians,1.95,3.5,3.8,2.38,2.1,1.67,1.08,1.53,1.5,10.0,1.06
