Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,20/04/2024,04:00,Southern District,Sham Shui Po,1.39,4.7,6.3
2,CHINA - SUPER LEAGUE,20/04/2024,04:30,Shandong Taishan,Cangzhou,1.5,4.75,6.0
3,AUSTRALIA - A-LEAGUE,20/04/2024,04:30,Melbourne Victory,Brisbane Roar,1.6,4.33,5.0
4,ROMANIA - LIGA 2,20/04/2024,05:00,CSM Slatina,Viitorul Tg. Jiu,1.85,3.15,4.3
5,ROMANIA - LIGA 2,20/04/2024,06:30,Hunedoara,Mioveni,2.57,2.85,2.95
6,BANGLADESH - PREMIER LEAGUE,20/04/2024,06:45,Chittagong Abahani,Rahmatgonj MFS,2.42,3.0,2.77
7,CHINA - SUPER LEAGUE,20/04/2024,08:00,Chengdu Rongcheng,Shenzhen Xinpengcheng,1.4,4.75,7.0
8,BELARUS - VYSSHAYA LIGA,20/04/2024,08:10,FC Minsk,Naftan,2.01,3.52,3.73
9,AUSTRIA - 2. LIGA,20/04/2024,09:30,Stripfing,Dornbirn,2.4,3.3,2.8
10,AZERBAIJAN - PREMIER LEAGUE,20/04/2024,09:30,Qarabag,Gabala,1.22,5.7,10.5
11,NIGERIA - NPFL,20/04/2024,10:00,Kwara,Akwa United,1.57,3.3,6.8
12,RUSSIA - PREMIER LEAGUE,20/04/2024,10:30,Baltika,Krylya Sovetov,2.39,3.31,3.39
13,SCOTLAND - CHAMPIONSHIP,20/04/2024,11:00,Dunfermline,Queen's Park,2.05,3.5,3.1
14,SCOTLAND - CHAMPIONSHIP,20/04/2024,11:00,Partick Thistle,Airdrieonians,2.1,3.4,3.1
15,SCOTLAND - LEAGUE TWO,20/04/2024,11:00,Bonnyrigg Rose,Spartans,2.15,3.5,2.9
16,NORWAY - OBOS-LIGAEN,20/04/2024,11:00,Sogndal,Moss,1.75,3.8,4.0
17,NORWAY - OBOS-LIGAEN,20/04/2024,11:00,Levanger,Kongsvinger,2.2,3.6,2.63
18,ESTONIA - MEISTRILIIGA,20/04/2024,11:00,Levadia,Parnu JK Vaprus,1.08,7.7,17.5
19,ENGLAND - LEAGUE TWO,20/04/2024,11:00,Mansfield,Gillingham,1.95,3.6,3.8
20,ENGLAND - LEAGUE ONE,20/04/2024,11:00,Charlton,Shrewsbury,1.75,3.6,4.75
21,AUSTRIA - BUNDESLIGA,20/04/2024,12:00,Wolfsberger AC,A. Lustenau,1.57,4.0,5.75
22,AUSTRIA - BUNDESLIGA,20/04/2024,12:00,Altach,BW Linz,2.1,3.0,4.0
23,CROATIA - HNL,20/04/2024,12:00,Osijek,Istra 1961,1.65,3.5,6.0
24,SWITZERLAND - SUPER LEAGUE,20/04/2024,13:00,Servette,Grasshoppers,1.5,4.33,6.0
25,ALBANIA - SUPERLIGA,20/04/2024,13:00,Partizani,Dinamo Tirana,1.78,3.25,4.2
26,ICELAND - BESTA DEILD KARLA,20/04/2024,13:15,KR Reykjavik,Fram,1.65,4.1,4.3
27,ITALY - SERIE C,20/04/2024,13:30,Triestina,Novara,2.25,3.25,2.82
28,SPAIN - PRIMERA RFEF,20/04/2024,14:00,Dep. La Coruna,Cultural Leonesa,1.5,3.25,7.0
29,BULGARIA - PARVA LIGA,20/04/2024,14:15,Levski Sofia,Beroe,1.36,4.75,8.0
30,ROMANIA - LIGA 1,20/04/2024,14:30,FCSB,FC Rapid Bucuresti,1.85,3.5,4.0
31,ARGENTINA - PRIMERA NACIONAL,20/04/2024,15:00,CA Estudiantes,All Boys,2.1,3.1,4.0
32,BRAZIL - BRASILEIRO WOMEN,20/04/2024,15:00,Fluminense W,Botafogo RJ W,2.3,3.3,2.67
33,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,20/04/2024,15:00,Al Ettifaq,Al Wehda,1.85,3.6,3.8
34,SPAIN - PRIMERA RFEF,20/04/2024,15:00,Sanluqueno,Recreativo Huelva,2.25,3.0,3.0
35,BELGIUM - JUPILER PRO LEAGUE,20/04/2024,15:00,Gent,KV Mechelen,1.57,4.0,5.75
36,ARGENTINA - COPA DE LA LIGA PROFESIONAL,20/04/2024,15:30,Argentinos Jrs,Defensa y Justicia,2.15,3.5,3.2
37,BRAZIL - SERIE A,20/04/2024,16:00,Fluminense,Vasco,1.8,3.6,4.5
38,PORTUGAL - LIGA PORTUGAL,20/04/2024,16:30,Braga,Vizela,1.25,5.75,12.0
39,PERU - LIGA 1,20/04/2024,17:30,ADT Tarma,Cesar Vallejo,1.75,3.3,4.75
40,COLOMBIA - PRIMERA A,20/04/2024,18:00,Pereira,Millonarios,2.6,3.1,2.9
41,BRAZIL - SERIE A,20/04/2024,18:30,Gremio,Cuiaba,1.62,3.6,6.5
42,COLOMBIA - PRIMERA A,20/04/2024,20:10,Junior,Once Caldas,1.75,3.5,5.25
43,PANAMA - LPF,20/04/2024,20:15,Deportivo Universitario,Veraguas,1.85,3.4,3.95
44,USA - MLS,20/04/2024,20:30,Columbus Crew,Portland Timbers,1.57,4.0,6.0
45,USA - MLS,20/04/2024,20:30,Toronto FC,New England Revolution,2.5,3.4,2.8
46,USA - USL CHAMPIONSHIP,20/04/2024,21:00,Las Vegas Lights,Rhode Island,2.2,3.5,2.95
47,BRAZIL - SERIE A,20/04/2024,21:00,Atletico-MG,Cruzeiro,1.85,3.5,4.0
48,ARGENTINA - COPA DE LA LIGA PROFESIONAL,20/04/2024,21:15,Godoy Cruz,Velez Sarsfield,2.5,3.1,3.0
49,USA - MLS,20/04/2024,21:30,Sporting Kansas City,St. Louis City,1.91,3.6,3.8
50,PANAMA - LPF,20/04/2024,22:30,Plaza Amador,Tauro,2.27,3.3,2.9
51,COSTA RICA - PRIMERA DIVISION,20/04/2024,23:00,Alajuelense,Saprissa,1.95,3.4,3.4
52,USA - MLS,20/04/2024,23:30,Seattle Sounders,Vancouver Whitecaps,1.8,3.8,4.2
