Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BULGARIA - PARVA LIGA,10/12/2023,07:30,CSKA 1948 Sofia,Krumovgrad,1.4,4.75,7.5
2,AZERBAIJAN - PREMIER LEAGUE,10/12/2023,08:00,Sabah Baku,Sabail,1.39,4.2,7.6
3,SPAIN - PRIMERA RFEF,10/12/2023,08:00,Sanluqueno,Melilla,1.73,3.4,4.2
4,SERBIA - PRVA LIGA,10/12/2023,09:00,OFK Beograd,Dubocica,1.44,3.85,6.6
5,NORTH MACEDONIA - 1. MFL,10/12/2023,09:00,Struga,Bregalnica Stip,1.33,4.5,8.5
6,SLOVENIA - PRVA LIGA,10/12/2023,09:00,Bravo,Rogaska,1.78,3.65,4.05
7,VIETNAM - V.LEAGUE 1,10/12/2023,09:15,Hanoi FC,Song Lam Nghe An,1.78,3.7,3.9
8,ANDORRA - PRIMERA DIVISIÓ,10/12/2023,09:30,Inter Escaldes,Esperanca,1.03,10.75,23.0
9,MOROCCO - BOTOLA PRO,10/12/2023,12:00,Chabab Mohammedia,Mouloudia Oujda,2.15,3.0,3.4
10,SPAIN - PRIMERA RFEF,10/12/2023,12:00,Teruel,SD Logrones,1.85,3.2,4.0
11,GHANA - PREMIER LEAGUE,10/12/2023,12:00,Bechem United,Accra Lions,1.37,3.9,8.0
12,NIGERIA - NPFL,10/12/2023,12:00,Akwa United,Lobi Stars,2.37,2.72,3.3
13,NIGERIA - NPFL,10/12/2023,12:00,Niger Tornadoes,Plateau United,1.4,3.6,10.0
14,NIGERIA - NPFL,10/12/2023,12:00,Remo Stars,Kwara,1.33,4.0,11.25
15,SLOVAKIA - NIKE LIGA,10/12/2023,13:30,Dun. Streda,Trencin,1.8,3.8,3.95
16,SENEGAL - LIGUE 1,10/12/2023,13:30,Mbour,Diambars,2.27,2.65,3.4
17,SENEGAL - LIGUE 1,10/12/2023,13:30,Pikine,Sonacos,2.35,2.62,3.35
18,SENEGAL - LIGUE 1,10/12/2023,13:30,Ouakam,Guediawaye,2.67,2.62,2.82
19,SENEGAL - LIGUE 1,10/12/2023,13:30,Generation F.,Linguere,2.55,2.65,2.95
20,MOROCCO - BOTOLA PRO,10/12/2023,14:00,Olympique de Safi,Youssoufia Berrechid,1.75,2.9,5.25
21,SPAIN - LALIGA2,10/12/2023,17:00,Huesca,Ferrol,2.25,3.0,3.6
