,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-02-22,03:00:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,WS Wanderers,4.4,1.84,4.1,11.0,1.253877
2,2026-02-22,04:00:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Macarthur FC,1.97,3.65,4.4,32.0,1.253877
3,2026-02-22,07:30:00,TURKEY - SUPER LIG,Kayserispor,Antalyaspor,2.1,4.1,3.4,14.0,1.2540992
4,2026-02-22,08:00:00,UKRAINE - PREMIER LEAGUE,Kolos Kovalivka,Zhytomyr,5.1,1.97,3.05,11.0,1.2541865
5,2026-02-22,08:00:00,POLAND - DIVISION 1,Puszcza,S. Rzeszow,2.42,3.0,3.55,15.0,1.254108
6,2026-02-22,08:15:00,NETHERLANDS - EREDIVISIE,Twente,Groningen,1.53,6.6,4.9,30.0,1.2537919
7,2026-02-22,09:00:00,SERBIA - PRVA LIGA,Jedinstvo U.,Zemun,2.84,2.7,2.8,8.8,1.2543483
8,2026-02-22,09:00:00,SERBIA - SUPER LIGA,Radnicki Nis,IMT Novi Beograd,2.12,3.7,3.25,970.0,1.2541429
9,2026-02-22,09:30:00,GERMANY - 2. BUNDESLIGA,Paderborn,Hertha Berlin,2.26,3.3,3.75,15.5,1.2541002
10,2026-02-22,09:30:00,GERMANY - 2. BUNDESLIGA,Hannover,SG Dynamo Dresden,1.53,6.8,4.8,29.0,1.2541003
11,2026-02-22,09:45:00,URUGUAY - PRIMERA DIVISION,Wanderers,Torque,3.25,2.46,3.05,8.6,1.2541151
12,2026-02-22,10:00:00,TURKEY - SUPER LIG,Gaziantep,Trabzonspor,3.9,2.06,3.75,11.5,1.2540991
13,2026-02-22,10:00:00,DENMARK - SUPERLIGA,Randers FC,Fredericia,1.69,5.2,4.2,30.0,1.254094
14,2026-02-22,10:00:00,SWITZERLAND - CHALLENGE LEAGUE,Vaduz,Xamax,1.67,5.0,4.4,26.0,1.2541047
15,2026-02-22,10:00:00,SPAIN - LALIGA,Getafe,Sevilla,2.5,3.8,2.96,8.8,1.2538153
16,2026-02-22,10:00:00,SWITZERLAND - CHALLENGE LEAGUE,Wil,Lausanne Ouchy,3.8,2.02,3.75,11.5,1.2541046
17,2026-02-22,10:30:00,UKRAINE - PREMIER LEAGUE,Shakhtar Donetsk,Karpaty,1.25,15.0,6.2,170.0,1.254201
18,2026-02-22,10:30:00,NETHERLANDS - EREDIVISIE,G.A. Eagles,Heracles,1.92,4.2,3.9,19.5,1.2537922
19,2026-02-22,10:45:00,HUNGARY - OTP BANK LIGA,Zalaegerszegi,Debrecen,2.38,2.96,3.6,14.5,1.2540988
20,2026-02-22,11:00:00,FRANCE - LIGUE 1,Auxerre,Rennes,3.2,2.48,3.45,11.0,1.2537907
21,2026-02-22,11:00:00,ENGLAND - PREMIER LEAGUE,Sunderland,Fulham,2.86,2.86,3.3,10.0,1.2537585
22,2026-02-22,11:00:00,ITALY - SERIE A,Atalanta,Napoli,2.8,3.1,3.1,9.8,1.2538223
23,2026-02-22,11:00:00,ENGLAND - PREMIER LEAGUE,Nottingham,Liverpool,3.95,2.04,3.8,11.0,1.2537601
24,2026-02-22,11:00:00,ENGLAND - PREMIER LEAGUE,Crystal Palace,Wolves,1.81,5.0,4.0,17.0,1.2537602
25,2026-02-22,11:30:00,SLOVAKIA - NIKE LIGA,Ruzomberok,Slovan Bratislava,5.3,1.7,3.95,12.0,1.2541021
26,2026-02-22,11:30:00,GERMANY - BUNDESLIGA,Freiburg,B. Monchengladbach,2.06,4.2,3.5,16.5,1.2538073
27,2026-02-22,12:00:00,SERBIA - SUPER LIGA,Sp. Subotica,Radnicki 1923,4.3,2.02,3.4,10.5,1.2541431
28,2026-02-22,12:00:00,DENMARK - SUPERLIGA,Silkeborg,Midtjylland,6.6,1.5,5.1,13.5,1.2541265
29,2026-02-22,12:00:00,SCOTLAND - PREMIERSHIP,Celtic,Hibernian,1.49,7.0,5.1,34.0,1.2541417
30,2026-02-22,12:00:00,SCOTLAND - PREMIERSHIP,Livingston,Rangers,11.0,1.35,5.6,9.8,1.2541418
31,2026-02-22,12:15:00,SPAIN - LALIGA,Barcelona,Levante,1.13,24.0,13.0,120.0,1.2538154
32,2026-02-22,12:45:00,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Sparta Rotterdam,1.87,4.3,4.1,21.0,1.2537918
33,2026-02-22,13:00:00,SERBIA - SUPER LIGA,Crvena zvezda,Partizan,1.48,7.4,4.5,29.0,1.254142
34,2026-02-22,13:00:00,PERU - LIGA 1,ADT Tarma,Cajamarca,1.9,4.6,3.5,16.0,1.2541084
35,2026-02-22,13:15:00,FRANCE - LIGUE 1,Nantes,Le Havre,2.54,3.25,3.3,10.5,1.2537899
36,2026-02-22,13:15:00,FRANCE - LIGUE 1,Angers,Lille,5.1,1.83,3.85,7.6,1.2537893
37,2026-02-22,13:15:00,FRANCE - LIGUE 1,Nice,Lorient,2.18,3.6,3.65,14.5,1.253789
38,2026-02-22,13:30:00,POLAND - DIVISION 1,Polonia Bytom,Pogon Siedlce,1.75,4.8,3.9,42.0,1.2541083
39,2026-02-22,13:30:00,ENGLAND - PREMIER LEAGUE,Tottenham,Arsenal,7.6,1.53,4.5,7.8,1.2537607
40,2026-02-22,13:30:00,HUNGARY - OTP BANK LIGA,Paks,Gyori,2.98,2.24,3.9,18.0,1.2541136
41,2026-02-22,13:30:00,GERMANY - BUNDESLIGA,St. Pauli,Werder Bremen,2.86,2.86,3.25,10.0,1.2538072
42,2026-02-22,14:00:00,SLOVAKIA - NIKE LIGA,Kosice,Zilina,2.66,2.54,3.65,20.0,1.2541137
43,2026-02-22,14:00:00,TURKEY - SUPER LIG,Karagumruk,Samsunspor,3.5,2.28,3.4,9.6,1.2541275
44,2026-02-22,14:00:00,ITALY - SERIE A,AC Milan,Parma,1.38,10.5,5.3,30.0,1.2538224
45,2026-02-22,14:00:00,TURKEY - SUPER LIG,Besiktas,Goztepe,1.78,5.4,3.85,18.5,1.254114
46,2026-02-22,14:00:00,DENMARK - SUPERLIGA,Aarhus,Viborg,1.74,4.8,4.2,22.0,1.2541091
47,2026-02-22,14:30:00,SPAIN - LALIGA,Celta Vigo,Mallorca,1.97,4.7,3.5,14.5,1.2538155
48,2026-02-22,15:00:00,PORTUGAL - LIGA PORTUGAL,Estoril,Gil Vicente,3.1,2.48,3.5,11.5,1.2541109
49,2026-02-22,15:00:00,SERBIA - SUPER LIGA,TSC,Cukaricki,2.58,2.84,3.4,12.5,1.2541442
50,2026-02-22,15:15:00,PERU - LIGA 1,Los Chankas,Sport Huancayo,2.62,2.94,3.3,11.5,1.2541157
51,2026-02-22,15:30:00,GERMANY - BUNDESLIGA,Heidenheim,Stuttgart,4.8,1.74,4.4,13.0,1.2538075
52,2026-02-22,16:00:00,NETHERLANDS - EREDIVISIE,Feyenoord,Telstar,1.24,13.5,7.6,60.0,1.2537899
53,2026-02-22,16:30:00,VENEZUELA - LIGA FUTVE,Trujillanos,Portuguesa,2.7,2.84,2.88,9.2,1.2541624
54,2026-02-22,16:45:00,FRANCE - LIGUE 1,Strasbourg,Lyon,2.34,3.25,3.65,14.5,1.2537891
55,2026-02-22,16:45:00,ITALY - SERIE A,AS Roma,Cremonese,1.36,12.0,5.2,30.0,1.2538221
56,2026-02-22,17:00:00,URUGUAY - PRIMERA DIVISION,Juventud De Las Piedras,Central Espanol,3.35,2.42,3.1,9.2,1.2541267
57,2026-02-22,17:00:00,SPAIN - LALIGA,Villarreal,Valencia,1.76,5.2,4.1,18.0,1.2538159
58,2026-02-22,17:30:00,PORTUGAL - LIGA PORTUGAL,FC Porto,Rio Ave,1.14,28.0,11.0,390.0,1.2541379
59,2026-02-22,17:30:00,PERU - LIGA 1,Grau,Juan Pablo II College,1.77,5.5,3.45,16.0,1.2541178
60,2026-02-22,18:30:00,VENEZUELA - LIGA FUTVE,Caracas,Universidad Central,3.2,2.46,3.1,500.0,1.2541628
61,2026-02-22,20:30:00,VENEZUELA - LIGA FUTVE,Monagas,Dep. Tachira,2.88,2.44,3.35,1000.0,1.2541665
62,2026-02-22,20:30:00,PERU - LIGA 1,Cusco,Comerciantes Unidos,1.37,11.0,5.0,80.0,1.2541198
63,2026-02-22,20:30:00,URUGUAY - PRIMERA DIVISION,Penarol,Maldonado,1.54,7.2,4.1,21.0,1.2541183
