Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,CHINA - SUPER LEAGUE,19/04/2024,09:00,Zhejiang Professional,Tianjin Jinmen Tiger,2.6,3.4,2.63
2,ALBANIA - SUPERLIGA,19/04/2024,10:00,Kukesi,Skenderbeu,2.4,2.8,3.0
3,INDIA - ISL,19/04/2024,11:00,Odisha FC,Kerala Blasters,1.65,3.75,4.5
4,ROMANIA - LIGA 1,19/04/2024,11:30,FC Hermannstadt,FC Botosani,1.83,3.0,4.75
5,NIGERIA - NPFL,19/04/2024,12:00,Heartland,Shooting,2.4,3.15,2.8
6,FINLAND - VEIKKAUSLIIGA,19/04/2024,12:00,SJK,Ilves,2.5,3.6,2.63
7,POLAND - DIVISION 1,19/04/2024,13:00,Polonia Warszawa,Zaglebie Sosnowiec,1.83,3.6,3.8
8,AUSTRIA - 2. LIGA,19/04/2024,13:10,Leoben,Liefering,2.22,3.45,2.95
9,AUSTRIA - 2. LIGA,19/04/2024,13:10,First Vienna,Lafnitz,1.7,3.95,4.25
10,URUGUAY - PRIMERA DIVISION,19/04/2024,13:30,Racing Montevideo,CA Cerro,2.1,3.3,3.6
11,AUSTRIA - BUNDESLIGA,19/04/2024,14:30,Sturm Graz,SK Rapid,1.85,4.0,3.75
12,POLAND - EKSTRAKLASA,19/04/2024,15:30,Rakow,Gornik Zabrze,1.57,4.0,5.75
13,IRELAND - PREMIER DIVISION,19/04/2024,15:45,Galway,Shelbourne,2.4,3.0,2.7
14,PARAGUAY - PRIMERA DIVISION,19/04/2024,19:00,Sol de America,Sp. Luqueno,2.55,3.2,2.63
15,ARGENTINA - PRIMERA NACIONAL,19/04/2024,20:10,San Martin T.,Guillermo Brown,1.57,3.75,6.5
16,BRAZIL - SERIE B,19/04/2024,21:00,Operario,Avai,2.27,3.2,3.15
17,PERU - LIGA 1,19/04/2024,22:00,Cienciano,Deportivo Garcilaso,2.15,3.3,3.3
