,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,POLAND - DIVISION 1,11/03/2024,14:00,Wisla Plock,Leczna,1.8,3.75,4.0,1.98,1.88,1.83,1.83,2.2,1.2489996,0.715,1.3,1.1874342,1.276,0.5555556,0.26666668,0.25,0.5050505,0.5319149,0.3924849,0.9,2.436,1,0.8488
2,POLAND - EKSTRAKLASA,11/03/2024,15:00,Warta Poznan,LKS Lodz,1.95,3.25,4.0,2.25,1.62,2.0,1.75,0.9,1.1357816,1.21,0.0,0.0,1.235,0.51282054,0.30769232,0.25,0.44444445,0.61728394,0.3160633,0.9,1.136,1,0.6926
3,ROMANIA - LIGA 1,11/03/2024,15:00,Otelul,Poli Iasi,2.2,3.0,3.4,2.4,1.53,2.0,1.73,1.0,1.0954452,0.956,0.9,1.1357816,0.806,0.45454547,0.33333334,0.29411766,0.41666666,0.6535948,0.18933454,0.1,2.231,1,0.907
4,NETHERLANDS - EERSTE DIVISIE,11/03/2024,16:00,Den Haag,Dordrecht,1.53,5.0,5.25,1.36,3.1,1.44,2.63,2.1,1.1357816,0.638,1.1,1.0440307,0.372,0.6535948,0.2,0.1904762,0.7352941,0.32258064,0.62095314,1.0,2.18,1,0.8798
5,NETHERLANDS - EERSTE DIVISIE,11/03/2024,16:00,Eindhoven FC,Jong Utrecht,1.7,4.0,4.75,1.73,2.08,1.73,2.0,0.7,0.9,1.384,0.5,0.92195445,1.475,0.5882353,0.25,0.21052632,0.5780347,0.48076922,0.48490736,0.2,1.822,1,0.5883
6,NETHERLANDS - EERSTE DIVISIE,11/03/2024,16:00,Helmond,Jong AZ,2.05,3.6,3.5,1.73,2.08,1.62,2.2,1.8,1.2489996,0.684,1.2,1.2489996,0.64,0.4878049,0.2777778,0.2857143,0.5780347,0.48076922,0.27734625,0.6,2.498,1,0.8583
7,NETHERLANDS - EERSTE DIVISIE,11/03/2024,16:00,De Graafschap,Jong Ajax,1.57,4.75,5.0,1.36,3.1,1.44,2.63,2.0,1.264911,0.709,0.8,0.8717798,0.534,0.6369427,0.21052632,0.2,0.7352941,0.32258064,0.58295107,1.2,2.137,1,0.7922
8,ENGLAND - PREMIER LEAGUE,11/03/2024,17:00,Chelsea,Newcastle,1.91,4.0,3.6,1.44,2.7,1.44,2.63,2.3,1.1,1.182,1.2,1.4696939,0.705,0.5235602,0.25,0.2777778,0.6944444,0.37037036,0.35079414,1.1,2.57,1,0.7938
9,PORTUGAL - LIGA PORTUGAL,11/03/2024,17:15,Gil Vicente,Chaves,1.8,3.75,4.33,2.0,1.85,1.91,1.91,1.9,1.1357816,0.916,0.5,0.92195445,1.112,0.5555556,0.26666668,0.23094688,0.5,0.5405405,0.41399676,1.4,2.058,1,0.8803
10,CHILE - PRIMERA DIVISION,11/03/2024,19:00,U. Catolica,Everton,2.1,3.5,3.4,2.0,1.85,1.8,1.91,1.1,1.0440307,0.921,1.0,1.0954452,1.04,0.47619048,0.2857143,0.29411766,0.5,0.5405405,0.24964708,0.1,2.139,1,0.8995
11,ARGENTINA - COPA DE LA LIGA PROFESIONAL,11/03/2024,21:15,Ind. Rivadavia,Dep. Riestra,2.15,3.1,3.6,2.7,1.44,2.25,1.57,1.9,1.3747727,0.969,1.8,1.2489996,0.931,0.4651163,0.32258064,0.2777778,0.37037036,0.6944444,0.22489834,0.1,2.624,1,1.0
12,CHILE - PRIMERA DIVISION,11/03/2024,21:30,Union La Calera,Cobreloa,1.85,3.75,4.0,1.83,2.03,1.73,2.0,1.2,1.2489996,0.826,0.8,0.8717798,0.749,0.5405405,0.26666668,0.25,0.5464481,0.49261084,0.37799868,0.4,2.121,1,0.8673
