,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,BTTS Sim,05/04/2024,08:35,CHINA - SUPER LEAGUE,Qingdao Jonoon,Shandong Taishan,5.0,4.0,1.65,1.8,2.0,1.8,1.95,A,H,D
2,BTTS Sim,05/04/2024,16:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Wehda,Al Ahli SC,5.0,4.33,1.5,1.62,2.25,1.73,2.0,A,A,D
