,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-10-24,17:00:00,BOLIVIA - DIVISION PROFESIONAL,Always Ready,Wilstermann,1.45,8.0,4.2,27.0,1.2349026
2,2024-10-24,19:00:00,BRAZIL - SERIE A,Vasco,Cuiaba,1.85,5.4,3.55,14.5,1.2343868
3,2024-10-24,19:00:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Guabira,1.32,9.2,5.6,980.0,1.2349027
4,2024-10-24,21:30:00,BRAZIL - SERIE B,Sport Recife,Guarani,1.53,8.4,4.0,22.0,1.2347728
