,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ITALY - SERIE C,23/03/2024,10:00,Lumezzane,Virtus Verona,2.22,2.92,3.45
2,ITALY - SERIE C,23/03/2024,10:00,Picerno,Latina,1.93,3.2,3.95
3,CAMEROON - ELITE ONE,23/03/2024,10:00,Fortuna Mfou,Fovu Baham,2.05,3.25,3.2
4,INDIA - I-LEAGUE,23/03/2024,10:30,Gokulam,Delhi FC,1.55,4.15,5.0
5,SERBIA - PRVA LIGA,23/03/2024,11:00,FK Indjija,Metalac,1.88,3.1,3.95
6,NIGERIA - NPFL,23/03/2024,12:00,Doma United,Gombe,1.87,3.2,4.15
7,SPAIN - PRIMERA RFEF,23/03/2024,12:00,Cordoba,San Fernando,1.4,4.5,5.75
8,NORTHERN IRELAND - NIFL PREMIERSHIP,23/03/2024,12:00,Coleraine,Dungannon,1.95,3.95,3.15
9,ITALY - SERIE C,23/03/2024,13:30,Torres,Vis Pesaro,1.5,3.85,6.7
10,ITALY - SERIE C,23/03/2024,13:30,Pescara,Pontedera,1.82,3.5,4.1
11,ITALY - SERIE C,23/03/2024,13:30,L.R. Vicenza,Legnago Salus,1.6,3.6,5.6
12,ARGENTINA - PRIMERA NACIONAL,23/03/2024,15:30,CA Estudiantes,Arsenal Sarandi,2.8,2.88,3.0
13,ARGENTINA - PRIMERA NACIONAL,23/03/2024,15:30,San Miguel,Agropecuario,2.55,2.88,3.2
14,ARGENTINA - PRIMERA NACIONAL,23/03/2024,16:00,San Telmo,Almagro,2.1,3.0,3.8
15,NETHERLANDS - EERSTE DIVISIE,23/03/2024,16:00,Willem II,Venlo,1.53,4.2,6.0
16,BRAZIL - BRASILEIRO WOMEN,23/03/2024,16:30,Cruzeiro W,Internacional W,2.42,3.1,2.67
17,ARGENTINA - PRIMERA NACIONAL,23/03/2024,17:00,Deportivo Maipu,Tristan Suarez,2.5,3.1,3.1
18,USA - MLS,23/03/2024,20:30,Vancouver Whitecaps,Real Salt Lake,1.83,3.6,4.33
19,USA - MLS,23/03/2024,21:30,St. Louis City,DC United,2.0,3.6,3.75
20,PANAMA - LPF,23/03/2024,22:30,Miguelito,Deportivo Universitario,2.25,3.1,3.1
21,USA - MLS,23/03/2024,22:30,Colorado Rapids,Houston Dynamo,2.15,3.4,3.4
22,FIJI - PREMIER LEAGUE,23/03/2024,23:00,Rewa,Labasa,1.95,2.77,4.25
23,USA - MLS,23/03/2024,23:30,Los Angeles FC,Nashville SC,1.5,4.2,7.5
