,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,25/11/2023,00:30,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Melbourne City,3.5,4.0,1.95,1.65,1.62,2.2,1.03,1.3,1.2,4.5,1.2
2,25/11/2023,03:30,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Newcastle Jets,1.75,4.2,4.0,1.44,1.5,2.5,1.02,1.25,1.14,3.75,1.29
3,25/11/2023,04:30,SOUTH KOREA - K LEAGUE 1,Gangwon,Suwon FC,2.05,3.6,3.25,1.7,1.57,2.25,1.04,1.33,1.22,5.0,1.17
4,25/11/2023,07:00,RUSSIA - PREMIER LEAGUE,Krylya Sovetov,Lokomotiv Moscow,2.55,3.73,2.82,1.8,1.59,2.29,1.01,1.33,1.2,4.85,1.13
5,25/11/2023,08:00,PORTUGAL - LIGA PORTUGAL 2,FC Porto B,Academico Viseu,2.15,3.6,3.1,1.85,1.67,2.1,1.04,1.36,1.25,6.0,1.13
6,25/11/2023,09:00,NORTH MACEDONIA - 1. MFL,Bregalnica Stip,Shkendija,4.75,3.0,1.82,2.72,2.45,1.42,1.13,1.65,1.6,13.0,1.02
7,25/11/2023,09:00,MALTA - PREMIER LEAGUE,Sirens,Hibernians,5.4,3.75,1.57,2.0,2.05,1.6,1.05,1.44,1.34,7.0,1.07
8,25/11/2023,09:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Igman K.,Borac Banja Luka,5.6,3.95,1.52,1.88,1.98,1.65,1.02,1.39,1.29,6.3,1.08
9,25/11/2023,09:30,ENGLAND - PREMIER LEAGUE,Manchester City,Liverpool,1.75,4.0,4.2,1.5,1.5,2.5,1.03,1.25,1.17,4.0,1.25
10,25/11/2023,10:00,THAILAND - THAI LEAGUE 1,Lamphun Warrior,Muang Thong Utd,2.65,3.5,2.4,1.65,1.53,2.35,1.04,1.33,1.21,4.15,1.19
