Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BANGLADESH - PREMIER LEAGUE,10/05/2024,07:00,Abahani Limited,Bangladesh Police,1.75,3.4,4.15
2,CHINA - SUPER LEAGUE,10/05/2024,08:00,Qingdao Hainiu,Nantong Zhiyun,2.38,3.1,3.2
3,EGYPT - PREMIER LEAGUE,10/05/2024,10:00,Ceramica Cleopatra,El Gaish,1.88,2.95,4.55
4,BULGARIA - PARVA LIGA,10/05/2024,10:45,CSKA 1948 Sofia,Slavia Sofia,2.4,3.0,3.2
5,AZERBAIJAN - PREMIER LEAGUE,10/05/2024,12:00,Neftci Baku,Kapaz,1.5,3.95,5.9
6,EGYPT - PREMIER LEAGUE,10/05/2024,13:00,El Gouna,Pharco,2.72,2.67,2.85
7,POLAND - EKSTRAKLASA,10/05/2024,13:00,Piast Gliwice,LKS Lodz,1.44,4.75,6.5
8,PORTUGAL - LIGA PORTUGAL 2,10/05/2024,14:00,Os Belenenses,Benfica B,2.2,3.6,3.0
9,SWEDEN - SUPERETTAN,10/05/2024,14:00,Oster,Oddevold,1.8,3.75,4.2
10,ROMANIA - LIGA 1,10/05/2024,14:30,Sepsi Sf. Gheorghe,FC Rapid Bucuresti,2.45,3.5,2.63
11,NETHERLANDS - EERSTE DIVISIE,10/05/2024,15:00,Willem II,Telstar,1.44,5.0,6.5
12,NETHERLANDS - EERSTE DIVISIE,10/05/2024,15:00,Cambuur,Helmond,1.91,4.0,3.5
13,SWITZERLAND - SUPER LEAGUE,10/05/2024,15:30,Luzern,Grasshoppers,1.85,3.75,4.0
14,SCOTLAND - PREMIERSHIP,10/05/2024,15:45,Partick Thistle,Airdrieonians,2.2,3.4,3.2
15,IRELAND - PREMIER DIVISION,10/05/2024,15:45,Galway,Sligo Rovers,1.91,3.0,4.75
16,ICELAND - BESTA DEILD KARLA,10/05/2024,16:15,Stjarnan,Fram,1.65,3.85,4.65
17,ECUADOR - LIGA PRO,10/05/2024,21:00,Dep. Cuenca,Cumbaya,1.6,3.75,5.25
18,ARGENTINA - LIGA PROFESIONAL,10/05/2024,21:15,Argentinos Jrs,Rosario Central,1.85,3.5,4.2
19,BRAZIL - SERIE B,10/05/2024,21:30,CRB,Chapecoense-SC,1.85,3.3,4.33
20,PARAGUAY - PRIMERA DIVISION,10/05/2024,21:30,Libertad Asuncion,Sol de America,1.53,4.0,6.5
