Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA MX,03/12/2023,00:10,Monterrey,Atl. San Luis,1.5,4.5,6.5
2,NORTH MACEDONIA - 1. MFL,03/12/2023,09:00,Sileks,KF Gostivar,1.82,3.35,4.15
3,NORTH MACEDONIA - 1. MFL,03/12/2023,09:00,Bregalnica Stip,Voska Sport,2.07,3.15,3.4
4,INDONESIA - LIGA 1,03/12/2023,09:00,Persija Jakarta,Persita,1.55,4.0,5.1
5,VIETNAM - V.LEAGUE 1,03/12/2023,09:15,Hanoi FC,Binh Dinh,1.72,3.7,4.15
6,SPAIN - LALIGA2,03/12/2023,10:00,Andorra,Huesca,2.1,3.1,4.0
7,SLOVAKIA - NIKE LIGA,03/12/2023,11:00,Trnava,Skalica,1.47,4.25,6.6
8,NIGERIA - NPFL,03/12/2023,11:00,Gombe,Kano Pillars,1.62,3.35,5.7
9,NIGERIA - NPFL,03/12/2023,12:00,Sporting Lagos,Katsina Utd,1.6,3.4,6.0
10,GHANA - PREMIER LEAGUE,03/12/2023,12:00,Aduana,Hearts of Oak,1.52,3.45,6.3
11,NIGERIA - NPFL,03/12/2023,12:00,Remo Stars,Plateau United,1.39,4.0,8.0
12,GHANA - PREMIER LEAGUE,03/12/2023,12:00,Accra Lions,Nations FC,1.8,3.05,4.45
13,BELGIUM - JUPILER PRO LEAGUE,03/12/2023,12:00,KV Mechelen,St. Truiden,2.15,3.3,3.4
14,ITALY - SERIE C,03/12/2023,12:15,Alessandria,Fiorenzuola,2.32,3.0,3.15
15,SLOVAKIA - NIKE LIGA,03/12/2023,13:30,Slovan Bratislava,Ruzomberok,1.34,5.0,8.0
16,SPAIN - PRIMERA RFEF,03/12/2023,14:00,Antequera,Algeciras,2.05,3.1,3.25
17,ANDORRA - PRIMERA DIVISIÓ,03/12/2023,14:30,FC Santa Coloma,Carroi,1.05,8.75,22.0
18,ITALY - SERIE C,03/12/2023,14:30,Arzignano,Pergolettese,2.25,3.05,3.25
19,IVORY COAST - LIGUE 1,03/12/2023,15:00,Stade d'Abidjan,ASI d'Abengourou,1.93,2.87,4.1
20,SPAIN - PRIMERA RFEF,03/12/2023,16:00,Real Madrid B,San Fernando,1.67,3.5,4.33
21,BRAZIL - SERIE A,03/12/2023,16:00,Flamengo RJ,Cuiaba,1.29,5.5,11.0
22,BRAZIL - SERIE A,03/12/2023,16:00,Palmeiras,Fluminense,1.4,4.5,8.5
23,ITALY - SERIE C,03/12/2023,16:45,Catania,Virtus Francavilla,1.7,3.35,5.2
24,PANAMA - LPF,03/12/2023,17:00,Tauro,Alianza,1.85,3.2,4.25
25,BRAZIL - SERIE A,03/12/2023,18:30,Athletico-PR,Santos,1.91,3.4,4.2
26,BRAZIL - SERIE A,03/12/2023,18:30,Fortaleza,Goias,1.44,4.2,8.0
