Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,09/12/2023,02:00,Gangwon,Gimpo FC,1.67,3.3,5.0
2,AUSTRALIA - A-LEAGUE,09/12/2023,05:45,Sydney FC,Macarthur FC,1.73,4.33,4.0
3,PORTUGAL - LIGA PORTUGAL 2,09/12/2023,08:00,FC Porto B,AVS,2.25,3.4,3.1
4,VIETNAM - V.LEAGUE 1,09/12/2023,08:00,Binh Dinh,Thanh Hoa,2.52,3.2,2.62
5,VIETNAM - V.LEAGUE 1,09/12/2023,08:00,Nam Dinh,Cong An,2.15,3.55,2.9
6,THAILAND - THAI LEAGUE 1,09/12/2023,09:00,Buriram,Nakhon Pathom,1.24,5.8,9.5
7,BULGARIA - PARVA LIGA,09/12/2023,10:00,Cherno More,Slavia Sofia,1.73,3.4,5.5
8,CROATIA - HNL,09/12/2023,10:50,Gorica,Istra 1961,1.8,3.5,4.5
9,MOROCCO - BOTOLA PRO,09/12/2023,11:00,Raja Casablanca,Renaissance Zemamra,1.42,4.0,7.3
10,SLOVAKIA - NIKE LIGA,09/12/2023,11:00,Ruzomberok,Banska Bystrica,2.45,3.2,2.85
11,POLAND - EKSTRAKLASA,09/12/2023,11:00,Radomiak Radom,Gornik Zabrze,2.05,3.25,3.3
12,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,09/12/2023,12:00,FK Sarajevo,GOSK Gabela,1.29,5.1,8.25
13,NORTHERN IRELAND - NIFL PREMIERSHIP,09/12/2023,12:00,Linfield,Dungannon,1.18,6.4,12.5
14,SERBIA - SUPER LIGA,09/12/2023,12:00,Crvena zvezda,Mladost,1.07,9.25,30.0
15,SCOTLAND - LEAGUE TWO,09/12/2023,12:00,Spartans,Forfar Athletic,1.91,3.5,3.4
16,SCOTLAND - CHAMPIONSHIP,09/12/2023,12:00,Queen's Park,Inverness,2.4,3.3,2.9
17,ENGLAND - LEAGUE ONE,09/12/2023,12:00,Charlton,Cambridge Utd,1.62,3.75,5.5
18,ENGLAND - CHAMPIONSHIP,09/12/2023,12:00,Middlesbrough,Ipswich,2.3,3.7,2.9
19,ENGLAND - LEAGUE TWO,09/12/2023,12:00,Mansfield,MK Dons,1.91,3.75,3.75
20,QATAR - QSL,09/12/2023,13:30,Al-Sadd,Al Rayyan,1.65,4.1,4.3
21,RUSSIA - PREMIER LEAGUE,09/12/2023,13:45,Zenit,Pari NN,1.26,6.44,14.5
22,IRAQ - SUPER LEAGUE,09/12/2023,15:30,Al Talaba,Al Minaa,1.57,3.4,5.5
23,ROMANIA - LIGA 1,09/12/2023,15:45,FC Rapid Bucuresti,FC Voluntari,1.67,3.6,5.25
24,SPAIN - PRIMERA RFEF,09/12/2023,16:00,Celta Vigo B,Cultural Leonesa,2.05,3.1,3.3
25,PORTUGAL - LIGA PORTUGAL,09/12/2023,17:30,FC Porto,Casa Pia,1.25,6.0,10.0
26,USA - MLS,09/12/2023,18:00,Columbus Crew,Los Angeles FC,2.2,3.5,3.2
27,ARGENTINA - COPA DE LA LIGA PROFESIONAL,09/12/2023,22:00,River Plate,Rosario Central,1.57,3.75,7.0
