Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,21/02/2024,10:30,IRAQ - SUPER LEAGUE,Al Minaa,Zakho,2.8,2.62,2.7,2.67,2.16,1.66,1.11,1.6,1.53,10.0,1.02
2,21/02/2024,13:00,ALBANIA - SUPERLIGA,Skenderbeu,Dinamo Tirana,2.4,3.15,2.65,2.05,1.83,1.93,1.04,1.44,1.35,7.0,1.07
3,21/02/2024,19:00,BOLIVIA - DIVISION PROFESIONAL,GV San Jose,Wilstermann,3.75,3.3,1.83,1.95,1.72,1.88,1.02,1.4,1.29,6.35,1.07
4,21/02/2024,20:30,BRAZIL - COPA DO BRASIL,Costa Rica,America RN,2.75,3.4,2.25,2.1,1.82,1.78,1.03,1.44,1.34,7.1,1.05
