Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,10/12/2023,04:00,Tai Po,Lee Man Warriors,5.1,4.4,1.5
2,GEORGIA - CRYSTALBET EROVNULI LIGA,10/12/2023,06:00,FC Gareji Sagarejo,Samtredia,2.5,3.25,2.47
3,ANDORRA - PRIMERA DIVISIÓ,10/12/2023,07:00,Atletic America,Carroi,2.62,3.45,2.27
4,SERBIA - SUPER LIGA,10/12/2023,09:00,Radnik,Vozdovac,2.72,3.0,2.65
5,MONTENEGRO - PRVA CRNOGORSKA LIGA,10/12/2023,09:00,Mladost DG,Buducnost,5.5,3.9,1.53
6,MALTA - PREMIER LEAGUE,10/12/2023,10:00,Sirens,Naxxar,2.85,3.15,2.37
7,CAMEROON - ELITE ONE,10/12/2023,11:00,Victoria United,Cotonsport,2.9,3.0,2.32
8,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,10/12/2023,11:15,Siroki Brijeg,Zrinjski,5.8,3.55,1.57
9,ANDORRA - PRIMERA DIVISIÓ,10/12/2023,12:00,Ordino,Penya,3.75,3.85,1.72
10,IVORY COAST - LIGUE 1,10/12/2023,12:30,Mouna,Racing d'Abidjan,4.8,3.35,1.65
11,JAMAICA - PREMIER LEAGUE,10/12/2023,17:00,Vere United,Humble Lions,3.4,3.45,1.98
12,JAMAICA - PREMIER LEAGUE,10/12/2023,17:00,Lime Hall Academy,Arnett Gardens,7.5,4.8,1.34
