,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,26/09/2024,05:30,INDONESIA - LIGA 1,PSIS Semarang,Arema FC,1.98,3.35,3.55,1.85,1.65,1.98
2,26/09/2024,15:45,ITALY - SERIE C,Entella,Pescara,2.02,3.25,3.6,2.07,1.85,1.85
