Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BULGARIA - PARVA LIGA,28/09/2023,09:30,Etar,Pirin Blagoevgrad,1.8,3.3,5.25
2,UZBEKISTAN - SUPER LEAGUE,28/09/2023,11:00,Navbahor Namangan,Turon,1.27,4.75,10.75
3,SERBIA - SUPER LIGA,28/09/2023,11:30,Cukaricki,Mladost,1.41,4.0,6.82
4,QATAR - QSL,28/09/2023,12:00,Al-Sadd,Al-Gharafa,1.55,4.6,4.6
5,BAHRAIN - PREMIER LEAGUE,28/09/2023,13:00,Manama Club,Al-Hala,1.6,3.65,5.6
6,BAHRAIN - PREMIER LEAGUE,28/09/2023,13:00,Al-Najma,Al-Shabbab,2.42,2.92,3.05
7,BULGARIA - PARVA LIGA,28/09/2023,14:30,CSKA Sofia,Lok. Sofia,1.25,6.0,13.0
8,SLOVENIA - PRVA LIGA,28/09/2023,15:15,O. Ljubljana,Koper,1.83,3.7,3.8
9,ICELAND - BESTA DEILD KARLA,28/09/2023,16:15,Vikingur Reykjavik,Hafnarfjordur,1.57,4.3,4.65
10,ICELAND - BESTA DEILD KARLA,28/09/2023,16:15,Stjarnan,KR Reykjavik,1.95,3.8,3.3
11,ICELAND - BESTA DEILD KARLA,28/09/2023,16:15,Kopavogur,Fylkir,2.25,3.75,2.72
