Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,CHINA - SUPER LEAGUE,26/04/2024,07:00,Qingdao West Coast,Nantong Zhiyun,2.1,3.4,3.5
2,CHINA - SUPER LEAGUE,26/04/2024,08:00,Shenzhen Xinpengcheng,Qingdao Hainiu,2.15,3.1,3.75
3,SERBIA - SUPER LIGA,26/04/2024,12:00,Vozdovac,Sp. Subotica,2.3,3.4,2.85
4,SLOVAKIA - NIKE LIGA,26/04/2024,12:30,Michalovce,Banska Bystrica,2.35,3.35,2.87
5,POLAND - EKSTRAKLASA,26/04/2024,13:00,Piast Gliwice,Warta Poznan,1.91,3.1,4.5
6,FINLAND - YKKONEN,26/04/2024,13:00,JJK Jyvaskyla,EPS,1.62,4.2,3.8
7,SERBIA - SUPER LIGA,26/04/2024,14:00,Cukaricki,Mladost,1.45,4.15,6.6
8,BULGARIA - PARVA LIGA,26/04/2024,14:00,Pirin Blagoevgrad,Botev Vratsa,2.2,3.3,3.3
9,NETHERLANDS - EERSTE DIVISIE,26/04/2024,15:00,Cambuur,Dordrecht,2.4,4.0,2.6
10,SWITZERLAND - CHALLENGE LEAGUE,26/04/2024,15:15,Aarau,Bellinzona,1.95,3.5,3.5
11,POLAND - EKSTRAKLASA,26/04/2024,15:30,Jagiellonia,Pogon Szczecin,2.05,3.75,3.2
12,BRAZIL - SERIE B,26/04/2024,19:00,Sport Recife,Vila Nova FC,1.72,3.45,5.1
13,BRAZIL - SERIE B,26/04/2024,19:00,Ituano,Operario,2.55,3.05,2.85
14,CHILE - PRIMERA DIVISION,26/04/2024,20:00,O'Higgins,U. Espanola,2.2,3.4,3.3
15,BRAZIL - SERIE B,26/04/2024,21:00,Guarani,Chapecoense-SC,2.18,3.1,3.5
