Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ESTONIA - MEISTRILIIGA,14/04/2024,08:30,Parnu JK Vaprus,Flora,5.7,4.2,1.44
2,MALTA - PREMIER LEAGUE,14/04/2024,09:00,Balzan,Sliema,4.6,3.4,1.72
3,ANDORRA - PRIMERA DIVISIÓ,14/04/2024,11:00,Pas de la Casa,Inter Escaldes,9.75,5.4,1.21
4,MOROCCO - BOTOLA PRO,14/04/2024,13:00,Olympique de Safi,Berkane,2.88,2.8,2.45
5,CROATIA - HNL,14/04/2024,14:00,Istra 1961,Rijeka,5.75,3.75,1.57
6,BRAZIL - SERIE A,14/04/2024,18:30,Vitoria,Palmeiras,4.5,4.0,1.73
