Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH AMERICA - COPA SUDAMERICANA,03/04/2024,19:00,Rayo Zuliano (Ven),Danubio (Uru),3.6,3.4,2.1
2,SOUTH AMERICA - COPA SUDAMERICANA,03/04/2024,21:00,Sportivo Trinidense (Par),Fortaleza (Bra),5.5,3.75,1.67
3,SOUTH AMERICA - COPA LIBERTADORES,03/04/2024,21:30,Alianza Lima (Per),Fluminense (Bra),4.85,3.5,1.8
