Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,18/02/2024,04:00,HK U23,Lee Man Warriors,26.0,11.75,1.03
2,BULGARIA - PARVA LIGA,18/02/2024,07:45,Etar,CSKA 1948 Sofia,5.5,3.8,1.62
3,JAMAICA - PREMIER LEAGUE,18/02/2024,15:00,Lime Hall Academy,Dunbeholden,4.5,3.05,1.85
