Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/08/2024,08:35,CHINA - SUPER LEAGUE,Qingdao West Coast,Beijing Guoan,4.0,3.7,1.85,1.57,1.53,2.38,1.03,1.29,1.17,4.0,1.22
2,11/08/2024,11:00,FINLAND - VEIKKAUSLIIGA,Haka,KuPS,3.7,3.4,1.9,1.83,1.7,2.05,1.04,1.36,1.25,6.0,1.13
3,11/08/2024,12:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,Noah,4.8,3.55,1.62,1.93,1.94,1.82,1.02,1.4,1.3,6.45,1.07
4,11/08/2024,12:30,POLAND - EKSTRAKLASA,Puszcza,Legia,4.5,3.6,1.8,1.95,1.8,1.95,1.05,1.4,1.29,6.5,1.11
5,11/08/2024,12:30,SLOVENIA - PRVA LIGA,Domzale,O. Ljubljana,4.85,4.15,1.57,1.65,1.72,2.0,1.04,1.33,1.21,4.3,1.18
6,11/08/2024,13:00,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,CSKA Sofia,4.2,3.3,1.91,2.1,1.83,1.83,1.07,1.44,1.36,8.0,1.08
7,11/08/2024,13:00,SLOVAKIA - NIKE LIGA,Banska Bystrica,Dun. Streda,4.05,3.85,1.78,1.65,1.62,2.15,1.04,1.34,1.22,4.35,1.19
8,11/08/2024,13:30,CROATIA - HNL,Lok. Zagreb,Hajduk Split,3.75,3.6,1.83,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
9,11/08/2024,15:00,EGYPT - PREMIER LEAGUE,El Gaish,Pyramids,5.0,3.3,1.7,2.02,1.91,1.7,1.04,1.4,1.35,7.1,1.05
10,11/08/2024,15:00,SERBIA - SUPER LIGA,IMT Novi Beograd,Partizan,4.6,3.9,1.65,1.78,1.78,1.93,1.05,1.36,1.25,4.8,1.15
11,11/08/2024,16:00,CROATIA - HNL,Varazdin,Rijeka,4.2,3.7,1.75,1.98,1.83,1.83,1.05,1.4,1.29,6.5,1.11
12,11/08/2024,16:00,CROATIA - HNL,Osijek,D. Zagreb,5.5,3.6,1.67,1.93,1.83,1.83,1.05,1.36,1.25,6.5,1.11
