,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-09-11,15:15:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Zrinjski,Sloga Doboj,1.17,20.0,6.4,980.0,1.2328805
2,2024-09-11,19:30:00,BRAZIL - SERIE A,Internacional,Fortaleza,2.08,4.3,3.4,11.5,1.232591
3,2024-09-11,20:00:00,COLOMBIA - PRIMERA A,America De Cali,Deportes Tolima,2.42,3.5,3.15,11.0,1.2327719
4,2024-09-11,21:30:00,BRAZIL - SERIE B,CRB,Sport Recife,3.2,2.72,3.05,7.8,1.2327735
