,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-11-08,05:35:00,AUSTRALIA - A-LEAGUE,WS Wanderers,Newcastle Jets,1.86,4.4,4.2,26.0,1.2354571
2,2024-11-08,10:00:00,CROATIA - PRVA NL,Jarun,Cibalia,1.9,2.8,3.0,980.0,1.235708
3,2024-11-08,10:30:00,UKRAINE - PREMIER LEAGUE,Ch. Odesa,Vorskla Poltava,3.65,2.22,3.15,8.0,1.2356775
4,2024-11-08,12:00:00,EGYPT - PREMIER LEAGUE,Smouha,Zamalek,3.65,2.18,3.35,9.0,1.2354289
5,2024-11-08,12:00:00,EGYPT - PREMIER LEAGUE,Petrojet,Future FC,4.9,1.88,3.3,7.2,1.235684
6,2024-11-08,13:00:00,UKRAINE - PREMIER LEAGUE,Livyi Bereh,Inhulets Petrove,2.6,3.25,2.84,980.0,1.2356774
7,2024-11-08,14:00:00,POLAND - DIVISION 1,Pogon Siedlce,Kotwica Kolobrzeg,2.28,3.2,3.45,980.0,1.2355247
8,2024-11-08,14:00:00,TURKEY - SUPER LIG,Kasimpasa,Kayserispor,1.91,4.2,3.95,19.0,1.235485
9,2024-11-08,14:30:00,GERMANY - 2. BUNDESLIGA,Braunschweig,Hamburger SV,3.1,2.32,3.85,14.0,1.2355305
10,2024-11-08,14:30:00,GERMANY - 2. BUNDESLIGA,Nurnberg,Kaiserslautern,2.14,3.6,3.8,20.0,1.2355304
11,2024-11-08,15:00:00,DENMARK - 1ST DIVISION,Kolding IF,Vendsyssel,1.52,6.8,4.3,980.0,1.2354804
12,2024-11-08,15:00:00,DENMARK - 1ST DIVISION,B.93,Fredericia,4.4,1.72,4.6,16.5,1.2355324
13,2024-11-08,15:00:00,EGYPT - PREMIER LEAGUE,Enppi,Pyramids,6.6,1.63,3.65,7.4,1.2354467
14,2024-11-08,15:30:00,SWITZERLAND - CHALLENGE LEAGUE,Lausanne Ouchy,Stade Nyonnais,1.82,4.3,3.95,20.0,1.2354363
15,2024-11-08,15:30:00,FRANCE - NATIONAL,Aubagne FC,Le Mans,3.4,2.28,3.2,980.0,1.235431
