,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,26/09/2024,11:00,INDIA - ISL,Chennaiyin,Mohammedan,1.7,3.9,3.7,1.75,1.73,2.0
2,26/09/2024,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Torpedo Kutaisi,Samgurali,1.57,3.75,4.8,1.72,1.77,2.0
