Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/05/2024,04:30,SOUTH KOREA - K LEAGUE 2,Cheonan City,Anyang,3.6,3.4,1.9,1.9,1.8,1.91,1.05,1.4,1.29,6.5,1.11
15,19/05/2024,07:30,POLAND - EKSTRAKLASA,Cracovia,Rakow,3.6,3.6,1.95,1.85,1.75,2.0,1.04,1.36,1.25,6.0,1.13
14,19/05/2024,08:00,THAILAND - THAI LEAGUE 1,Nakhon Pathom,Pathum United,3.95,3.85,1.75,1.65,1.62,2.15,1.04,1.33,1.21,4.2,1.19
13,19/05/2024,08:30,BELGIUM - JUPILER PRO LEAGUE,Cercle Brugge KSV,Royale Union SG,3.5,3.6,1.95,1.67,1.62,2.2,1.03,1.33,1.2,5.0,1.17
12,19/05/2024,09:00,THAILAND - THAI LEAGUE 1,Ratchaburi,Port MTI FC,3.6,3.6,1.91,1.65,1.57,2.27,1.04,1.33,1.21,4.15,1.19
11,19/05/2024,10:00,POLAND - EKSTRAKLASA,Warta Poznan,Legia,4.75,3.6,1.73,2.08,2.0,1.75,1.06,1.44,1.33,8.0,1.08
10,19/05/2024,10:00,FINLAND - VEIKKAUSLIIGA,Gnistan,KuPS,4.33,3.6,1.65,1.93,1.91,1.91,1.05,1.36,1.29,6.5,1.11
16,19/05/2024,11:00,SCOTLAND - PREMIERSHIP,Livingston,Hibernian,4.0,3.9,1.75,1.73,1.67,2.1,1.04,1.33,1.22,5.0,1.17
9,19/05/2024,11:00,BRAZIL - SERIE A,Criciuma,Palmeiras,4.75,3.6,1.73,2.0,1.95,1.8,1.06,1.4,1.33,7.0,1.1
7,19/05/2024,12:30,SLOVENIA - PRVA LIGA,Koper,Maribor,4.4,4.0,1.65,1.55,1.57,2.25,1.03,1.3,1.18,3.8,1.23
6,19/05/2024,12:30,POLAND - EKSTRAKLASA,Widzew Lodz,Lech Poznan,3.5,3.4,1.91,1.9,1.75,2.0,1.05,1.36,1.25,6.5,1.11
5,19/05/2024,13:00,RUSSIA - PREMIER LEAGUE,Akhmat Grozny,Zenit,6.88,4.52,1.54,1.93,1.99,1.78,1.01,1.37,1.26,5.55,1.1
4,19/05/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Hala,Al-Ahli Manama,4.35,3.6,1.75,1.75,1.7,2.05,1.05,1.37,1.24,4.55,1.16
3,19/05/2024,13:00,BAHRAIN - PREMIER LEAGUE,East Riffa,Al Khalidiyah,5.0,3.65,1.65,1.7,1.65,2.1,1.05,1.37,1.23,4.4,1.17
2,19/05/2024,18:30,PARAGUAY - PRIMERA DIVISION,General Caballero JLM,Sp. Luqueno,4.5,3.5,1.75,2.05,1.91,1.8,1.06,1.4,1.33,7.0,1.1
8,19/05/2024,20:00,ARGENTINA - LIGA PROFESIONAL,Central Cordoba,Boca Juniors,4.5,3.2,1.91,2.5,2.2,1.62,1.1,1.53,1.44,11.0,1.05
17,19/05/2024,20:00,ECUADOR - LIGA PRO,Cumbaya,Barcelona SC,4.0,3.3,1.85,2.1,1.91,1.8,1.06,1.44,1.33,8.0,1.08
