,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,INDIA - ISL,2024-04-19,11:00,Odisha FC,Kerala Blasters,1.65,3.75,4.5,1.65,1.67,2.1,2.2,2.4545455,0.8907235,0.36288738,0.6365048,0.3256455,0.51161516,0.31159577,0.10438779,0.3350103,2.090909,1.0833068,0.5181033,0.8181818,0.7158189,0.8748898,1.2727273,1.0523489,0.82684547,0.47476518,0.09340731,1.2828372,3.4214876,0.66202086,0.96694213,0.6056929,1.1818181,1.4024771,1.1867114,0.38806918,0.33362192,0.859697,0.529593,0.09208034,0.17387001,0.90909094,0.8999541,0.98994946,1.0909091,0.66804266,0.61237246,-0.18181819,1.1922616,-6.5574384,0.3072583,0.08903234,2.0661156,0.3959798,0.3966942,1.8371173,0.6060606,0.26666668,0.22222222,0.6060606,0.45454547,0.5988024,0.47619048,2.2727273,2.7272727,0.44,1.2,0.36666667,0.8333333,0.44,0.58666664,0.46969402,0.3888889,0.46341464,0.09090909,0.3888889,0.36666667,1.2,0.44,1.0,2.7272727,0.44,0.98802394,9.9,1.273,2.293,-0.21212122,0.07575758,0.16666667,0.45454547,0.44767535,1.4773287,0.5061049,3.6187015,46.397182,0.7778175,-15.376251,2.040404,1.2727273,1.6031746,0.62376237,3.6187015,0.75,2.1,1.0,0.9641
2,ROMANIA - LIGA 1,2024-04-19,11:30,FC Hermannstadt,FC Botosani,1.83,3.0,4.75,2.5,2.2,1.62,1.5,2.2727273,0.9620914,0.4233202,0.48210028,0.35048667,0.7269995,0.41192558,0.13250253,0.32166615,1.7272727,1.354515,0.78419286,0.36363637,0.4810457,1.3228756,1.3636364,1.3666633,1.0022198,0.47200286,0.098759584,1.0996377,2.0413222,1.146128,0.42975205,0.40703866,0.45454547,0.8907235,1.9595917,0.5668117,0.5715769,1.0084071,0.5251893,0.06010269,0.11444005,0.90909094,0.8999541,0.98994946,2.0,1.2792042,0.6396021,-1.0909091,1.3787047,-1.2638125,0.20065455,0.052458815,1.2396694,0.65996635,3.8181818,0.6700594,0.5464481,0.33333334,0.21052632,0.4,0.6666667,0.45454547,0.61728394,1.6393442,2.5956285,0.61,1.5833334,0.38526314,0.6315789,0.8333333,0.5,0.38185978,0.24223602,0.443769,0.22580644,0.09090909,0.38526314,1.5833334,0.61,0.732,1.9,0.8333333,1.1363636,9.58,1.818,1.853,-0.12212943,0.18267223,0.19102296,0.49582464,0.4601991,1.4695691,0.4135672,3.5996945,30.327635,1.4142135,26.565052,1.8498706,1.178027,1.5703125,0.6368159,3.5996945,1.75,1.17,1.0,0.9653
3,POLAND - DIVISION 1,2024-04-19,13:00,Polonia Warszawa,Zaglebie Sosnowiec,1.83,3.6,3.8,1.9,1.8,1.91,1.95,0.90909094,1.0833068,1.1916375,0.4605708,0.4576736,0.9937095,0.5360963,0.1384275,0.25821385,1.0909091,0.9958592,0.91287094,1.4545455,1.1570839,0.79549515,-0.36363637,1.2264307,-3.3726845,0.36248285,0.064781405,0.72669595,2.3801653,0.45643547,1.8512397,0.9091373,0.72727275,0.86243933,1.1858541,0.19856668,0.26481438,1.3336295,0.7324198,0.0434489,0.0593224,0.36363637,0.4810457,1.3228756,1.1818181,1.1922616,1.0088367,-0.8181818,1.3360853,-1.6329932,0.24985215,0.05962611,0.46280992,0.37796447,1.7190082,0.8196798,0.5464481,0.2777778,0.2631579,0.5263158,0.51282054,0.5555556,0.5235602,1.9672132,2.0765028,0.5083333,1.0555556,0.48157895,0.94736844,0.5277778,0.5416667,0.35930786,0.32596686,0.34991118,0.027027028,0.3090909,0.48157895,1.0555556,0.5083333,0.9631579,2.0,0.5277778,1.0555556,9.23,0.182,1.946,-0.19176598,0.021668473,0.19826652,0.41170096,0.3524159,1.0842663,0.38201746,2.655899,41.508827,0.07071068,-1.4320962,1.9025022,1.3359218,1.424112,0.702192,2.655899,0.2,1.77,1.0,0.8434
4,POLAND - DIVISION 1,2024-04-19,13:00,S. Rzeszow,Podbeskidzie,2.25,3.3,2.88,1.73,1.57,2.25,2.08,1.5454545,1.3726971,0.88821584,0.58060455,0.33439067,0.5759353,0.3624514,0.058421634,0.16118473,1.5454545,0.8907235,0.5763505,1.2727273,1.0523489,0.82684547,0.27272728,1.4200454,5.206833,0.40987998,0.11700612,0.9776673,2.5289257,0.5443311,1.1570247,1.1575837,0.45454547,0.8907235,1.9595917,0.17657343,0.32087815,1.8172505,0.79829973,0.07704949,0.09651699,0.36363637,0.64282435,1.767767,2.090909,1.3787047,0.6593805,-1.7272727,1.6564425,-0.958993,0.33694318,0.07074559,0.1983471,1.1785113,2.8512397,1.0110501,0.44444445,0.3030303,0.3472222,0.5780347,0.48076922,0.6369427,0.44444445,1.4666667,1.28,0.6818182,0.8727273,0.78125,1.1458334,0.5242424,0.630303,0.16187954,0.1891892,0.12280702,0.067961164,0.31212723,0.78125,0.8727273,0.6818182,1.300578,1.6647398,0.5242424,1.1019108,8.43,1.091,2.263,-0.12455516,-0.049822062,0.2669039,0.34163702,0.18807417,0.5284884,0.27213812,1.2945269,27.699472,0.49497473,-9.926246,1.6805556,1.4861112,1.1308411,0.88429755,1.2945269,0.42,1.05,1.0,0.7191
5,URUGUAY - PRIMERA DIVISION,2024-04-19,13:30,Racing Montevideo,CA Cerro,2.1,3.3,3.6,2.1,1.83,1.83,1.7,1.1818181,1.1922616,1.0088367,0.41836533,0.21427354,0.51216847,0.39904514,0.12606329,0.31591237,1.0909091,0.51425946,0.47140452,1.0909091,0.7925271,0.72648317,0.0,0.9534626,1.0,0.3838936,0.10255069,0.73740137,0.9917355,0.56568545,1.0909091,0.7925271,1.0909091,1.2398347,1.1365151,0.4263425,0.3547589,0.8320984,0.49841762,0.070743375,0.14193594,0.90909094,0.7925271,0.8717798,1.6363636,1.3666633,0.83518314,-0.72727275,1.7627927,-2.42384,0.2606597,0.07708227,1.1570247,0.62269986,2.8264463,0.79122615,0.47619048,0.3030303,0.2777778,0.47619048,0.5882353,0.5464481,0.5464481,1.5714285,1.7142857,0.6363636,1.0909091,0.5833333,0.9166667,0.6363636,0.5151515,0.2502896,0.22222222,0.2631579,0.04347826,0.22222222,0.5833333,1.0909091,0.6363636,1.0,1.7142857,0.6363636,1.1475409,9.0,0.091,2.432,-0.13333334,0.033333335,0.23333333,0.4,0.26457512,0.7937254,0.28431952,1.9442222,30.963757,0.56568545,11.309933,1.7063493,1.3095238,1.3030303,0.76744187,1.9442222,0.3,1.2,1.0,0.7169
6,AUSTRIA - BUNDESLIGA,2024-04-19,14:30,Sturm Graz,SK Rapid,1.85,4.0,3.75,1.88,1.8,1.95,1.98,1.8181819,1.3360853,0.73484695,0.3251715,0.38298565,1.1777959,0.57774407,0.22207688,0.38438624,1.2727273,1.1354542,0.8921426,0.6363636,0.64282435,1.0101526,0.6363636,1.4316378,2.2497165,0.5445443,0.1794296,0.9086358,1.5041323,0.96076894,0.46280992,0.8838835,1.8,0.9797959,0.5443311,0.5602896,0.20541285,0.36661905,0.26820385,0.09006021,0.33579013,1.6,0.8,0.5,0.6,0.48989794,0.8164966,1.0,1.264911,1.264911,0.38047642,0.10624177,1.4545455,0.88,1.2545455,0.23429902,0.5405405,0.25,0.26666668,0.5319149,0.5050505,0.5555556,0.51282054,2.162162,2.0270271,0.4625,0.9375,0.49333334,1.0666667,0.47,0.495,0.37799868,0.36752138,0.3392857,0.032258064,0.3605442,0.49333334,0.9375,0.4625,0.9840425,1.9946809,0.47,1.0444444,9.6,0.018,2.316,-0.22395833,-0.026041666,0.19270833,0.390625,0.36743674,1.1757976,0.40592957,2.880104,47.07003,0.14142136,-2.8624053,1.8882883,1.3405405,1.4086021,0.7099237,2.880104,0.25,2.15,1.0,0.8557
7,SWITZERLAND - CHALLENGE LEAGUE,2024-04-19,14:30,Schaffhausen,Xamax,2.57,3.4,2.52,1.8,1.65,2.12,1.95,1.5454545,1.1570839,0.7487013,0.46216616,0.38912514,0.84195936,0.4698147,0.09827623,0.20918083,1.1818181,0.9359664,0.79197156,1.1818181,1.1134044,0.94211143,0.0,1.4770979,1.0,0.37639877,0.107707694,0.77910846,1.2892562,0.85796916,1.5041323,0.8748178,0.90909094,1.0833068,1.1916375,0.40049532,0.4013478,1.0021286,0.56723505,0.05947594,0.10485236,1.1818181,1.3360853,1.1305337,1.5454545,1.5587662,1.0086135,-0.36363637,2.0123584,-5.533986,0.3783021,0.12449663,0.75206614,2.0995626,3.3719008,0.7144345,0.38910505,0.29411766,0.3968254,0.5555556,0.51282054,0.6060606,0.4716981,1.3229572,0.98054475,0.7558824,0.7411765,1.0198413,1.3492063,0.5294118,0.5735294,0.12972663,0.13902847,0.009823183,0.14864865,0.30769232,1.0198413,0.7411765,0.7558824,1.4277778,1.4,0.5294118,1.0909091,8.49,0.636,2.24,-0.09776207,-0.10365135,0.30270907,0.29681978,0.1746527,0.49426714,0.25433904,1.2107023,22.53845,0.21213204,-4.289153,1.5641406,1.5795813,0.99022484,1.0098717,1.2107023,0.88,0.83,1.0,0.5557
8,SWITZERLAND - CHALLENGE LEAGUE,2024-04-19,14:30,Bellinzona,Baden,1.83,3.7,3.8,1.78,1.7,2.02,1.98,1.4545455,1.233151,0.84779125,0.38934582,0.593933,1.5254638,0.6483519,0.10687196,0.16483635,1.0,1.5374123,1.5374123,1.0,1.2792042,1.2792042,0.0,1.8090681,1.0,0.3864362,0.105345204,0.6932181,1.9090909,0.80531114,1.0,1.2792042,1.0,1.2792042,1.2792042,0.6450396,0.49075866,0.7608194,0.3750746,0.05717229,0.15242913,0.90909094,0.66804266,0.73484695,1.7272727,1.1354542,0.6573682,-0.8181818,1.4024771,-1.7141387,0.17962922,0.05098848,1.322314,0.45927933,2.355372,0.8326664,0.5464481,0.27027026,0.2631579,0.56179774,0.5050505,0.5882353,0.4950495,2.021858,2.0765028,0.4945946,1.027027,0.48157895,0.9736842,0.48108107,0.53513515,0.36643043,0.3381555,0.34991118,0.013333334,0.35036495,0.48157895,1.027027,0.4945946,1.0280899,2.1348314,0.48108107,1.0470588,9.33,0.455,2.512,-0.20042872,0.010718114,0.19614148,0.4072883,0.3567973,1.1096395,0.40463492,2.7180507,43.076057,0.28284273,-5.710593,1.9025022,1.3359218,1.424112,0.702192,2.7180507,0.1,1.87,1.0,0.8522
9,SWITZERLAND - CHALLENGE LEAGUE,2024-04-19,15:15,Aarau,Thun,3.15,3.75,2.02,1.55,1.5,2.4,2.3,1.9090909,1.2398347,0.64943725,0.7465452,0.8195015,1.0977252,0.4045323,0.20223598,0.4999254,2.0,1.595448,0.797724,1.0909091,0.8999541,0.8249579,0.90909094,1.3787047,1.5165751,0.46972913,0.113965355,1.2348646,2.3636363,1.3499945,1.1900827,0.8249579,1.3636364,1.2984415,0.95219046,0.5345155,0.5110681,0.95613337,0.4699536,0.13354588,0.2841682,1.4545455,1.0756508,0.73951,1.6363636,1.6109132,0.98444694,-0.18181819,1.9455395,-10.700467,0.45728472,0.13126855,2.5123968,0.6227452,3.570248,0.7383352,0.31746033,0.26666668,0.4950495,0.6451613,0.4347826,0.6666667,0.41666666,1.1904762,0.64126986,0.84,0.53866667,1.5594059,1.8564357,0.41333333,0.61333334,0.27217868,0.08695652,0.21856867,0.29982668,0.41509435,1.5594059,0.53866667,0.84,2.032258,1.3032258,0.41333333,1.0333333,8.92,0.545,2.538,-0.06726457,-0.19394618,0.353139,0.2264574,0.29543495,0.8784266,0.38601407,2.151697,16.699244,1.0606601,-20.556046,1.4474305,1.8026088,0.80296427,1.2453854,2.151697,1.73,0.6,1.0,0.5378
10,POLAND - EKSTRAKLASA,2024-04-19,15:30,Rakow,Gornik Zabrze,1.57,4.0,5.75,1.93,1.95,1.8,1.93,1.5454545,1.1570839,0.7487013,0.37705585,0.3457797,0.9170516,0.52866995,0.2547996,0.48196346,1.6363636,1.5534552,0.9493337,1.0,1.0444659,1.0444659,0.6363636,2.307014,3.6253078,0.54059505,0.1565932,1.0884794,1.785124,1.4240006,1.4545455,0.7180703,1.3636364,1.2984415,0.95219046,0.7855633,0.48011145,0.6111684,0.23115616,0.12550724,0.54295427,1.7272727,1.2128786,0.70219284,1.3636364,0.7713892,0.56568545,0.36363637,1.8227216,5.0124846,0.3027134,0.096528135,2.0413222,1.0262818,1.2396694,0.84852815,0.6369427,0.25,0.17391305,0.5181347,0.5181347,0.51282054,0.5555556,2.5477707,3.6624203,0.3925,1.4375,0.27304348,0.6956522,0.4825,0.4825,0.5733131,0.4362657,0.57103825,0.17948718,0.34907252,0.27304348,1.4375,0.3925,0.8134715,2.9792745,0.4825,0.9897436,11.32,0.182,2.456,-0.21466431,0.15459365,0.13869257,0.50795054,0.5563246,2.0991983,0.5874957,5.1419644,50.544075,0.0,0.0,2.084741,1.1586818,1.7992352,0.55579174,5.1419644,1.75,2.43,1.0,0.9752
