,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA DE EXPANSION MX,14/10/2023,00:05,Cimarrones de Sonora,Correcaminos,2.1,3.5,3.15
2,ENGLAND - FA CUP,14/10/2023,11:00,Worthing,Bath,2.3,3.3,2.82
3,ENGLAND - FA CUP,14/10/2023,11:00,Chelmsford,Whitby,1.65,3.95,4.25
4,ENGLAND - FA CUP,14/10/2023,11:00,Braintree,Chesham,1.78,3.45,4.2
5,ENGLAND - LEAGUE TWO,14/10/2023,11:00,Grimsby,Accrington,2.2,3.4,3.4
6,ENGLAND - FA CUP,14/10/2023,11:00,Billericay,Sheppey United,1.42,4.6,6.0
7,ENGLAND - FA CUP,14/10/2023,11:00,Alfreton,Macclesfield,2.25,3.65,2.7
8,ENGLAND - FA CUP,14/10/2023,11:00,AFC Totton,Ramsgate,1.83,3.75,3.65
9,CAMEROON - ELITE ONE,14/10/2023,11:30,Dynamo Douala,Aigle Royal,2.1,2.95,3.4
10,GHANA - PREMIER LEAGUE,14/10/2023,12:00,Bofoakwa Tano,Bibiani Gold Stars,1.7,3.25,4.65
11,NIGERIA - NPFL,14/10/2023,12:00,Katsina Utd,Lobi Stars,1.57,3.45,6.1
12,NIGERIA - NPFL,14/10/2023,12:00,Sunshine Stars,Heartland,1.51,3.3,7.35
13,NETHERLANDS - EERSTE DIVISIE,14/10/2023,15:00,Telstar,Maastricht,1.95,3.75,3.75
14,BRAZIL - SERIE B,14/10/2023,17:00,Novorizontino,Tombense,1.45,3.85,7.7
15,MEXICO - LIGA DE EXPANSION MX,14/10/2023,20:05,Alebrijes Oaxaca,Cancun,2.32,3.3,2.87
