,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,BTTS Sim,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Leyton Orient,Bristol Rovers,1.85,3.6,4.33,1.98,1.88,1.8,1.95,H,H,A
2,OVER2_5,02/03/2024,12:00,ENGLAND - PREMIER LEAGUE,Newcastle,Wolves,1.91,4.0,3.6,1.53,2.4,1.57,2.25,H,H,H
3,OVER2_5,02/03/2024,12:00,ENGLAND - PREMIER LEAGUE,Tottenham,Crystal Palace,1.5,4.33,6.5,1.53,2.4,1.67,2.1,H,H,H
4,OVER2_5,02/03/2024,12:00,SCOTLAND - PREMIERSHIP,Hibernian,Ross Co,1.57,4.2,5.5,1.67,2.15,1.75,2.0,H,A,A
5,OVER2_5,02/03/2024,12:00,SCOTLAND - LEAGUE TWO,Clyde,Elgin City,1.85,3.6,3.6,1.93,1.93,1.8,1.91,D,H,H
6,OVER2_5,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Swindon,Harrogate,1.8,4.0,4.2,1.67,2.15,1.62,2.2,D,H,D
7,OVER2_5,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Crewe,Morecambe,1.85,3.75,4.0,1.83,2.03,1.73,2.0,D,H,D
8,OVER2_5,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Grimsby,Forest Green,2.0,3.5,3.8,1.83,2.03,1.67,2.1,D,H,D
9,OVER2_5,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Bolton,Cambridge Utd,1.55,4.0,6.0,1.93,1.93,1.95,1.8,H,H,A
10,OVER2_5,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Portsmouth,Oxford Utd,1.73,3.75,5.0,1.85,2.0,1.8,1.95,H,H,A
11,BTTS Sim,02/03/2024,12:00,SCOTLAND - CHAMPIONSHIP,Airdrieonians,Queen's Park,2.15,3.3,3.0,1.93,1.93,1.73,2.0,H,D,H
12,BTTS Sim,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Wrexham,Accrington,1.5,4.5,6.5,1.6,2.3,1.73,2.0,D,H,D
13,BTTS Sim,02/03/2024,22:30,USA - MLS,Kansas City,Philadelphia,2.1,3.6,3.4,1.88,1.98,1.7,2.05,H,A,A
