,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-08-20,06:30:00,ESTONIA - ESILIIGA,Elva,Paide Linnameeskond U21,1.63,4.1,4.9,980.0,1.2320107
2,2024-08-20,06:30:00,ESTONIA - ESILIIGA,Viimsi JK,Tabasalu,1.27,10.0,6.4,75.0,1.2320105
3,2024-08-20,06:30:00,ESTONIA - ESILIIGA,FC Tallinn,Tartu Welco,1.78,3.15,3.8,980.0,1.2320106
4,2024-08-20,11:00:00,ROMANIA - LIGA 2,Bihor Oradea,FC Arges,3.35,2.06,3.15,980.0,1.2317761
5,2024-08-20,12:30:00,FINLAND - YKKONEN,JJK Jyvaskyla,KuPS Akatemia,1.43,6.8,5.3,980.0,1.2319996
6,2024-08-20,13:00:00,DENMARK - 1ST DIVISION,Roskilde,Horsens,3.95,1.91,4.0,12.0,1.2320063
7,2024-08-20,13:00:00,ROMANIA - LIGA 2,Steaua Bucuresti,CSM Resita,1.85,4.2,3.55,980.0,1.2317755
8,2024-08-20,13:00:00,POLAND - DIVISION 1,Kotwica Kolobrzeg,Polonia Warszawa,2.5,3.1,3.3,14.5,1.2320076
9,2024-08-20,13:30:00,DENMARK - 1ST DIVISION,Koge,B.93,3.85,1.9,4.3,17.0,1.2318951
10,2024-08-20,14:00:00,NORWAY - OBOS-LIGAEN,Asane,Aalesund,3.4,2.12,4.0,980.0,1.2318189
11,2024-08-20,14:00:00,DENMARK - 1ST DIVISION,Hvidovre IF,Hillerod,2.42,2.98,3.75,16.5,1.2320023
12,2024-08-20,15:00:00,PERU - LIGA 1,Cajamarca,ADT Tarma,2.64,2.92,3.3,980.0,1.2318956
13,2024-08-20,15:30:00,POLAND - DIVISION 1,Warta Poznan,LKS Lodz,2.64,2.76,3.5,13.0,1.2320075
14,2024-08-20,15:30:00,POLAND - DIVISION 1,Chrobry Glogow,S. Rzeszow,2.8,2.56,3.5,980.0,1.2319359
15,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Oldham,AFC Fylde,1.93,4.2,3.75,20.0,1.2319344
16,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Woking,Dag & Red,2.64,3.0,3.25,14.0,1.2319341
17,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,York City,Rochdale,2.58,2.94,3.3,12.5,1.2319338
18,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,FC Halifax,Gateshead,3.4,2.18,3.65,11.5,1.231934
19,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Wealdstone,Sutton,3.15,2.34,3.7,12.5,1.2319342
20,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Barnet,Forest Green,1.83,4.1,4.0,980.0,1.2319342
21,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Eastleigh,Solihull Moors,2.76,2.62,3.85,14.0,1.2319345
22,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Southend,Boston Utd,1.45,8.2,4.6,980.0,1.2319343
23,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Braintree,Aldershot,3.2,2.3,3.6,13.0,1.2319345
24,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Yeovil,Ebbsfleet,1.82,4.9,3.55,18.0,1.2319337
25,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Tamworth FC,Hartlepool,2.92,2.58,3.25,980.0,1.2319338
26,2024-08-20,15:45:00,ENGLAND - NATIONAL LEAGUE,Maidenhead,Altrincham,2.64,2.94,3.45,16.0,1.2319336
27,2024-08-20,16:00:00,VENEZUELA - LIGA FUTVE,Rayo Zuliano,Puerto Cabello,2.86,2.62,2.88,980.0,1.2320268
28,2024-08-20,17:15:00,PERU - LIGA 1,Sport Huancayo,Comerciantes Unidos,1.46,7.4,4.8,34.0,1.2319379
29,2024-08-20,18:45:00,VENEZUELA - LIGA FUTVE,La Guaira,Inter de Barinas,1.53,6.6,4.2,980.0,1.2320293
30,2024-08-20,19:00:00,BRAZIL - SERIE B,Novorizontino,Ituano,1.54,8.8,4.0,21.0,1.2319051
31,2024-08-20,19:30:00,PERU - LIGA 1,Cusco,U. de Deportes,2.62,3.1,3.05,10.5,1.2319067
32,2024-08-20,20:00:00,BOLIVIA - DIVISION PROFESIONAL,Independiente Petrolero,Real Santa Cruz,1.38,8.6,5.4,38.0,1.2320108
33,2024-08-20,21:00:00,BRAZIL - SERIE B,Amazonas,Ponte Preta,1.95,4.8,3.4,13.5,1.2319472
34,2024-08-20,21:00:00,COLOMBIA - PRIMERA A,Dep. Cali,Santa Fe,2.9,3.0,2.92,8.8,1.2317299
35,2024-08-20,21:30:00,BRAZIL - SERIE B,Operario,Vila Nova FC,2.08,4.9,2.98,11.5,1.231994
36,2024-08-20,21:30:00,VENEZUELA - LIGA FUTVE,Zamora,Universidad Central,3.15,2.68,2.84,8.8,1.2320187
37,2024-08-20,22:30:00,PERU - LIGA 1,Alianza Lima,Cienciano,1.29,12.0,5.5,980.0,1.2319527
