,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,29/10/2023,00:10,MEXICO - LIGA MX,Monterrey,Club America,2.55,3.3,2.75,1.73,1.57,2.25,1.04,1.33,1.22,5.5,1.14
2,29/10/2023,01:30,SOUTH KOREA - K LEAGUE 2,Jeonnam,Cheongju,2.05,3.4,3.3,1.95,1.73,2.0,1.05,1.4,1.29,6.5,1.11
3,29/10/2023,04:30,CHINA - SUPER LEAGUE,Beijing Guoan,Chengdu Rongcheng,2.55,3.3,2.8,1.85,1.67,2.1,1.05,1.36,1.25,6.0,1.13
4,29/10/2023,05:00,INDONESIA - LIGA 1,Persis Solo,FC Bhayangkara,1.75,3.85,3.9,1.5,1.5,2.25,1.02,1.26,1.14,3.45,1.22
5,29/10/2023,06:30,AUSTRIA - 2. LIGA,Ried,St. Polten,2.18,3.3,3.15,1.88,1.7,2.05,1.06,1.42,1.29,5.3,1.12
6,29/10/2023,07:00,ARMENIA - PREMIER LEAGUE,West Armenia,Pyunik Yerevan,19.5,7.0,1.09,1.4,3.08,1.35,1.01,1.22,1.1,3.28,1.27
7,29/10/2023,08:00,SPAIN - PRIMERA RFEF,UD Ibiza,CF Intercity,1.5,3.6,6.5,2.08,2.2,1.62,1.07,1.4,1.33,7.0,1.08
8,29/10/2023,09:00,SWEDEN - SUPERETTAN,Vasteras SK,GAIS,2.5,3.5,2.4,1.75,1.62,2.2,1.04,1.33,1.25,5.5,1.14
9,29/10/2023,10:00,ARMENIA - PREMIER LEAGUE,BKMA,Ararat Yerevan,2.85,3.0,2.35,1.93,1.77,2.0,1.03,1.45,1.31,6.7,1.06
10,29/10/2023,11:00,SLOVENIA - PRVA LIGA,Radomlje,Mura,2.55,3.3,2.62,1.7,1.52,2.35,1.04,1.36,1.22,4.3,1.18
11,29/10/2023,11:00,NORWAY - OBOS-LIGAEN,Asane,Moss,2.0,3.75,3.5,1.6,1.53,2.38,1.03,1.29,1.18,4.33,1.2
12,29/10/2023,11:00,POLAND - DIVISION 1,R. Rzeszow,Arka Gdynia,4.0,3.4,1.83,1.7,1.62,2.2,1.04,1.33,1.2,5.0,1.17
13,29/10/2023,12:30,SWITZERLAND - CHALLENGE LEAGUE,Thun,Vaduz,1.75,3.8,4.0,1.53,1.53,2.35,1.03,1.3,1.18,3.7,1.23
14,29/10/2023,12:30,SWITZERLAND - SUPER LEAGUE,Servette,Luzern,1.95,3.8,3.6,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.2
15,29/10/2023,12:30,SWITZERLAND - SUPER LEAGUE,Lugano,Young Boys,3.1,3.6,2.2,1.65,1.53,2.38,1.03,1.3,1.18,4.5,1.18
16,29/10/2023,13:15,BULGARIA - PARVA LIGA,Ludogorets,Hebar,1.14,8.0,17.0,1.48,2.38,1.53,1.02,1.25,1.14,3.75,1.25
17,29/10/2023,13:30,RUSSIA - PREMIER LEAGUE,CSKA Moscow,Krasnodar,2.35,3.62,3.18,1.96,1.7,2.1,1.01,1.38,1.25,5.7,1.09
18,29/10/2023,14:30,SERBIA - SUPER LIGA,Partizan,Vozdovac,1.29,5.1,9.25,1.7,2.18,1.6,1.04,1.34,1.22,4.45,1.17
19,29/10/2023,14:30,BELGIUM - JUPILER PRO LEAGUE,Gent,St. Liege,1.65,4.33,4.33,1.53,1.62,2.2,1.03,1.29,1.17,4.0,1.22
20,29/10/2023,14:30,ITALY - SERIE C,Pescara,Recanatese,1.52,4.15,5.5,1.72,1.82,1.88,1.04,1.35,1.23,4.55,1.16
21,29/10/2023,14:30,ITALY - SERIE C,Juve Stabia,Latina,2.32,3.1,3.05,2.37,2.05,1.7,1.1,1.57,1.47,7.5,1.06
22,29/10/2023,16:45,ITALY - SERIE C,Brindisi,Monopoli,2.27,3.1,3.15,2.22,1.9,1.82,1.09,1.52,1.4,6.6,1.08
23,29/10/2023,17:00,PERU - LIGA 1,Deportivo Garcilaso,Alianza Lima,2.75,3.4,2.3,2.0,1.8,1.91,1.06,1.4,1.3,7.0,1.1
24,29/10/2023,17:00,PERU - LIGA 1,Binacional,FBC Melgar,2.88,3.3,2.3,1.93,1.73,2.0,1.05,1.4,1.29,6.5,1.11
25,29/10/2023,18:00,VENEZUELA - LIGA FUTVE,Caracas,Portuguesa,1.85,3.36,4.2,2.22,1.98,1.79,1.04,1.48,1.38,7.8,1.04
26,29/10/2023,18:30,BRAZIL - SERIE B,Londrina,CRB,2.62,3.0,2.75,2.35,1.98,1.75,1.1,1.57,1.47,7.3,1.06
