,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,18/09/2024,00:05,MEXICO - LIGA MX,U.N.A.M.- Pumas,Puebla,1.5,4.33,6.25,1.73,1.91,1.91
2,18/09/2024,11:30,ESTONIA - MEISTRILIIGA,Kalju,Nomme Utd,1.19,5.6,11.25,1.33,1.87,1.89
3,18/09/2024,12:00,SLOVENIA - PRVA LIGA,Celje,Maribor,2.1,3.4,3.25,1.75,1.62,2.15
4,18/09/2024,20:30,USA - MLS,Atlanta Utd,Inter Miami,2.7,3.8,2.38,1.4,1.36,3.0
5,18/09/2024,20:30,USA - MLS,New York City,Philadelphia Union,1.7,4.2,4.33,1.5,1.57,2.25
6,18/09/2024,20:30,USA - MLS,Toronto FC,Columbus Crew,3.5,3.8,1.95,1.5,1.5,2.5
7,18/09/2024,21:30,USA - MLS,Sporting Kansas City,Colorado Rapids,2.15,3.75,3.1,1.53,1.5,2.5
8,18/09/2024,22:00,MEXICO - LIGA DE EXPANSION MX,Zacatecas Mineros,Atletico La Paz,1.55,4.05,5.1,1.55,1.62,2.02
9,18/09/2024,23:00,COSTA RICA - PRIMERA DIVISION,Saprissa,San Carlos,1.73,3.9,3.9,1.67,1.67,2.1
10,17/09/2024,23:00,COSTA RICA - PRIMERA DIVISION,Herediano,Liberia,1.48,4.0,5.5,1.85,2.0,1.73
11,18/09/2024,23:30,USA - MLS,Seattle Sounders,San Jose Earthquakes,1.36,6.0,6.5,1.53,1.91,1.91
