Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,30/12/2023,08:30,IRAQ - SUPER LEAGUE,Newroz,Al Karkh,1.65,3.4,4.7,2.05,2.0,1.77,1.04,1.44,1.35,7.0,1.07
2,30/12/2023,09:30,CAMEROON - ELITE ONE,Fauve Azur Elite,APEJES Academy,1.62,3.35,5.2,2.12,2.17,1.66,1.05,1.47,1.39,8.0,1.05
3,30/12/2023,11:00,PORTUGAL - LIGA PORTUGAL 2,Tondela,Oliveirense,1.65,3.75,5.0,1.9,1.83,1.83,1.05,1.36,1.25,6.0,1.13
4,30/12/2023,12:00,SCOTLAND - PREMIERSHIP,Hearts,Ross County,1.7,3.8,5.0,2.05,1.95,1.8,1.06,1.4,1.33,7.0,1.1
5,30/12/2023,12:00,SCOTLAND - CHAMPIONSHIP,Raith,Arbroath,1.4,4.2,6.0,1.62,1.8,1.91,1.03,1.3,1.17,4.33,1.2
6,30/12/2023,12:00,SCOTLAND - LEAGUE ONE,Falkirk,Stirling,1.2,6.0,9.0,1.5,2.1,1.67,1.01,1.25,1.14,3.75,1.25
7,30/12/2023,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Portadown,Newington,1.47,4.35,5.5,1.45,1.57,2.12,1.01,1.22,1.15,3.2,1.25
8,30/12/2023,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Dungannon,Newry City,1.6,4.25,4.55,1.44,1.5,2.4,1.03,1.26,1.14,3.25,1.29
9,30/12/2023,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Loughgall,1.52,4.35,5.3,1.62,1.72,2.0,1.03,1.31,1.2,4.05,1.2
10,30/12/2023,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Crusaders,Carrick Rangers,1.62,4.15,4.5,1.57,1.62,2.15,1.03,1.3,1.18,3.9,1.22
11,30/12/2023,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dundela,Ards,1.53,4.2,5.0,1.45,1.53,2.2,1.01,1.22,1.14,3.2,1.25
12,30/12/2023,12:00,ENGLAND - PREMIER LEAGUE,Aston Villa,Burnley,1.4,5.0,7.0,1.57,1.8,1.95,1.03,1.29,1.17,4.33,1.22
