League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Mexican Liga MX,2024-02-17,00:00:00,Mazatlan FC,Guadalajara,3.8,2.12,3.6,3.2,1.43,1.46,3.0,1.11,8.6,12.5,1.07,3.9,1.33,1.95,1.99,1.13,7.6,1.81,2.1,12.0,9.0,11.5,23.0,13.0,7.4,9.8,20.0,24.0,14.0,16.5,32.0,48.0,40.0,44.0,70.0,36.0,14.5,16.5,0.2631579,0.2777778,0.4716981,0.5025126,0.51282054,0.5524862,0.47619048,0.94736844,0.55789477,1.0555556,0.5888889,1.7924528,1.6981132,0.55277777,0.5416667,0.2815878,0.027027028,0.2837838,0.25874126,0.28801432,1.7924528,0.5888889,1.0555556,1.9095477,1.0653267,0.55277777,1.0994475,9.52,0.021008404,-0.15546219,0.39915967,0.22268908,0.2891843,0.91767824,0.33178827,2.2478435,-5.710593,0.05656854,1.1457628,2.2478435,1.48,0.2,1,1.0
Australian A-League Men,2024-02-17,04:00:00,Sydney FC,Adelaide United,1.66,5.1,4.7,5.2,1.2,1.96,1.9,1.3,3.9,34.0,1.02,11.0,1.09,3.7,1.33,1.46,2.46,1.44,3.05,38.0,38.0,48.0,80.0,18.5,12.0,20.0,42.0,15.0,10.0,14.0,36.0,18.0,13.0,18.0,32.0,3.95,11.5,21.0,0.60240966,0.21276596,0.19607843,0.7518797,0.27027026,0.6944444,0.32786885,2.8313253,3.0722892,0.3531915,1.0851064,0.3254902,0.92156863,0.2829787,0.78723407,0.55694234,0.4779874,0.5088757,0.040816326,0.5588723,0.3254902,1.0851064,0.3531915,1.2481203,3.8345864,0.2829787,0.9236111,11.46,-0.2652705,0.034904014,0.14485165,0.4450262,0.49248067,1.8812761,0.61837167,4.6081667,56.659294,3.3516862,-49.83959,4.6081667,0.4,3.04,1,1.0
Bulgarian A League,2024-02-17,07:00:00,Levski Krumovgrad,Botev Plovdiv,4.9,1.84,3.5,2.62,1.51,1.35,3.4,1.08,10.5,2.98,1.06,2.98,1.4,1.67,2.18,1.07,8.6,2.04,1.89,9.4,6.8,9.0,18.0,13.5,7.4,9.2,12.0,10.5,18.0,19.5,29.0,12.0,11.0,11.5,12.0,11.5,12.5,8.0,0.20408164,0.2857143,0.54347825,0.4587156,0.5988024,0.49019608,0.52910054,0.71428573,0.37551022,1.4,0.5257143,2.6630435,1.9021739,0.62285715,0.47714287,0.4199574,0.16666667,0.45400593,0.3108614,0.23239437,2.6630435,0.5257143,1.4,2.2477064,0.8440367,0.62285715,1.0686275,10.24,0.13671875,-0.16210938,0.47851562,0.1796875,0.4487812,1.5318398,0.44911468,3.752226,-34.99202,0.7212489,14.305552,3.752226,1.66,1.4,1,1.0
Turkish Super League,2024-02-17,07:30:00,Antalyaspor,Istanbulspor,1.5,7.2,4.9,3.45,1.36,1.52,2.66,1.14,7.0,16.0,1.05,4.5,1.24,2.26,1.76,1.16,5.5,1.97,1.93,17.0,22.0,50.0,14.0,8.4,10.0,25.0,65.0,8.2,9.0,21.0,14.0,11.5,14.0,30.0,15.0,6.6,12.5,14.0,0.6666667,0.20408164,0.1388889,0.5681818,0.44247788,0.5076142,0.5181347,3.2666667,4.8,0.30612245,1.4693878,0.20833333,0.6805556,0.35918367,0.4612245,0.6981016,0.53125,0.6551724,0.19008264,0.47147146,0.20833333,1.4693878,0.30612245,0.85227275,4.090909,0.35918367,0.893401,13.6,-0.25,0.16911764,0.11029412,0.5294118,0.63256663,2.8676355,0.7086524,7.024244,59.534454,0.70710677,-14.036243,7.024244,2.3,3.4,1,1.0
Australian A-League Men,2024-02-17,07:45:00,Perth Glory,Brisbane Roar,2.46,2.68,4.4,4.3,1.23,1.72,2.06,1.22,4.5,27.0,1.03,7.0,1.13,3.15,1.4,1.35,3.55,1.46,3.05,30.0,19.5,24.0,36.0,18.0,10.0,12.0,22.0,20.0,11.5,13.0,24.0,32.0,20.0,22.0,40.0,9.4,10.5,110.0,0.40650406,0.22727273,0.37313432,0.71428573,0.31746033,0.6849315,0.32786885,1.7886178,1.0894309,0.5590909,0.6090909,0.91791046,1.641791,0.3181818,0.71590906,0.2318777,0.28279883,0.042801555,0.24293785,0.51724136,0.91791046,0.6090909,0.5590909,1.7571429,1.9142857,0.3181818,0.9589041,9.54,-0.2033543,-0.1802935,0.25786164,0.28092244,0.33404458,1.0622617,0.4543786,2.6019993,44.127544,2.4748738,-41.185925,2.6019993,1.72,1.94,1,1.0
German Bundesliga 2,2024-02-17,09:00:00,Hansa Rostock,Hamburger SV,4.9,1.72,4.5,3.95,1.29,1.68,2.22,1.2,5.1,23.0,1.04,2.58,1.15,2.58,1.56,1.24,4.1,1.64,2.42,20.0,11.5,12.0,16.5,21.0,10.0,9.6,14.5,36.0,17.5,15.0,22.0,13.5,36.0,42.0,46.0,29.0,4.8,15.5,0.20408164,0.22222222,0.5813953,0.64102566,0.3875969,0.6097561,0.41322315,0.9183673,0.3510204,1.0888889,0.38222224,2.8488371,2.6162791,0.34666666,0.5733333,0.51726604,0.04255319,0.48036253,0.44694534,0.48514852,2.8488371,0.38222224,1.0888889,3.1410255,1.1025641,0.34666666,0.9512195,11.12,0.035971224,-0.25,0.44064748,0.15467626,0.46729028,1.7320893,0.56007093,4.242735,-11.309933,1.4424978,-27.021582,4.242735,2.78,0.4,1,1.0
German Bundesliga 2,2024-02-17,09:00:00,Schalke 04,Wehen Wiesbaden,1.82,4.6,4.1,3.5,1.34,1.56,2.54,1.12,6.4,17.5,1.05,4.8,1.22,2.34,1.7,1.14,2.74,1.71,2.34,17.5,9.8,34.0,13.5,10.0,9.0,17.0,38.0,11.0,9.4,16.0,42.0,18.0,13.5,24.0,46.0,8.2,24.0,10.5,0.5494506,0.24390244,0.2173913,0.5882353,0.42735043,0.5847953,0.42735043,2.2527473,2.5274725,0.44390243,1.1219512,0.39565217,0.8913044,0.41463414,0.5707317,0.4472191,0.38513514,0.4330218,0.057471264,0.41379312,0.39565217,1.1219512,0.44390243,1.0705882,2.7058823,0.41463414,0.99415207,10.52,-0.21673004,0.047528517,0.17300381,0.43726236,0.42260522,1.4819356,0.4942717,3.6299863,48.74299,0.90509665,-17.74467,3.6299863,0.5,2.28,1,1.0
German Bundesliga 2,2024-02-17,09:00:00,Paderborn,Holstein Kiel,2.4,3.0,3.8,3.7,1.31,1.56,2.42,1.15,5.8,13.5,1.04,2.42,1.17,2.42,1.61,1.22,4.3,1.56,2.58,18.5,15.5,20.0,38.0,13.5,8.6,12.0,24.0,16.5,10.5,13.0,29.0,29.0,20.0,25.0,42.0,11.0,15.0,12.0,0.41666666,0.2631579,0.33333334,0.621118,0.41322315,0.64102566,0.3875969,1.5833334,1.25,0.6315789,0.7894737,0.8,1.2666667,0.4236842,0.63684213,0.18579449,0.22580644,0.11111111,0.11764706,0.40480593,0.8,0.7894737,0.6315789,1.4906832,1.8633541,0.4236842,1.0320513,9.2,-0.1521739,-0.08695652,0.26086956,0.32608697,0.22903594,0.7023769,0.34302157,1.7204651,34.99202,1.1455129,-22.047947,1.7204651,0.8,1.4,1,1.0
Romanian Liga I,2024-02-17,09:00:00,FC Voluntari,UTA Arad,2.48,3.3,3.05,2.34,1.55,1.34,3.05,1.08,9.2,2.86,1.08,2.86,1.44,1.62,2.42,1.05,9.6,1.98,1.89,8.0,9.4,4.4,4.6,7.6,6.4,4.1,4.5,12.5,10.5,4.3,4.6,4.4,4.3,4.5,4.7,4.3,4.5,4.8,0.4032258,0.32786885,0.3030303,0.41322315,0.61728394,0.5050505,0.52910054,1.2298387,1.3306452,0.81311476,1.0819672,0.75151515,0.92424244,0.7934426,0.53114754,0.123590015,0.10307414,0.14186852,0.03937008,0.115173675,0.75151515,1.0819672,0.81311476,1.0247934,1.3636364,0.7934426,1.2222222,8.83,-0.064552665,0.028312571,0.2808607,0.37372592,0.1427897,0.42027768,0.15343572,1.0294659,15.907552,1.1313709,21.801409,1.0294659,0.25,0.57,1,1.0
Azerbaijan Premier League,2024-02-17,09:00:00,FC Sabah,Kapaz Ganja,1.34,2.04,2.04,2.78,1.39,1.02,1.01,1.08,1.01,1.27,1.04,1.27,1.04,1.27,1.04,1.02,1.04,1.1,1.1,1.45,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.74626863,0.49019608,0.49019608,0.96153843,0.78740156,0.90909094,0.90909094,1.5223881,1.5223881,0.65686274,1.0,0.65686274,1.0,0.50980395,0.622549,0.20973507,0.20710059,0.20710059,0.0,0.32467532,0.65686274,1.0,0.65686274,1.2884616,1.9615384,0.50980395,0.94545454,5.42,-0.12915128,0.0,0.24723247,0.37638375,0.2236966,0.40414518,0.31318867,0.98994946,19.290047,0.32526913,-6.5601964,0.98994946,0.0,0.7,1,1.0
Hungarian NB I,2024-02-17,09:00:00,Kecskemeti,Ujpest,2.2,3.35,3.55,2.96,1.4,1.4,2.82,1.1,7.6,3.6,1.06,3.55,1.29,1.85,1.86,1.11,3.2,1.71,2.06,5.9,11.5,20.0,25.0,8.8,7.4,12.0,30.0,12.5,10.0,15.5,8.4,26.0,20.0,30.0,9.0,12.0,23.0,9.0,0.45454547,0.28169015,0.29850745,0.53763443,0.5405405,0.5847953,0.4854369,1.6136364,1.5227273,0.6197183,0.943662,0.6567164,1.0597014,0.52394366,0.52112675,0.22563379,0.2347826,0.2072072,0.028985508,0.3123845,0.6567164,0.943662,0.6197183,1.1827956,1.8010752,0.52394366,1.0877193,9.1,-0.14835165,-0.021978023,0.24175824,0.36813188,0.24019223,0.7285831,0.30492842,1.7846569,34.01935,0.014142135,0.28647652,1.7846569,0.2,1.35,1,1.0
English Championship,2024-02-17,09:30:00,Plymouth,Leeds,7.2,1.46,5.5,4.2,1.22,1.67,2.18,1.18,4.3,24.0,1.03,6.4,1.17,2.92,1.51,1.31,3.9,1.69,2.28,26.0,12.0,10.5,12.5,32.0,12.0,9.6,12.5,55.0,25.0,19.0,23.0,120.0,65.0,55.0,70.0,55.0,4.7,180.0,0.1388889,0.18181819,0.6849315,0.66225165,0.34246576,0.591716,0.4385965,0.7638889,0.20277777,1.3090909,0.26545453,4.9315066,3.7671232,0.27454546,0.53090906,0.739556,0.13385826,0.66281754,0.5804598,0.56918687,4.9315066,0.26545453,1.3090909,4.768212,0.9668874,0.27454546,0.89349115,14.16,0.120056495,-0.28531075,0.5084746,0.10310735,0.624666,2.9484234,0.7385713,7.2221327,-40.364536,1.9940411,-35.183838,7.2221327,4.04,1.7,1,1.0
Serbian Super League,2024-02-17,10:00:00,FK Novi Pazar,Crvena Zvezda,11.5,1.37,4.3,3.1,1.27,1.02,1.01,1.12,5.6,2.04,1.03,2.04,1.03,2.04,1.7,1.13,5.3,1.9,1.81,3.95,6.4,3.25,4.0,4.3,6.2,3.85,3.6,4.4,4.3,4.1,4.2,4.6,4.5,4.5,4.5,4.6,2.72,4.6,0.08695652,0.23255815,0.729927,0.5882353,0.49019608,0.5263158,0.5524862,0.37391305,0.11913043,2.6744187,0.31860465,8.39416,3.1386862,0.39534885,0.4744186,0.7869183,0.4556962,0.7871018,0.51675487,0.43333334,8.39416,0.31860465,2.6744187,6.7647057,0.80588233,0.39534885,0.8947368,17.17,0.41933605,-0.17064647,0.66977286,0.07979033,0.91080374,5.2128334,0.9979253,12.768783,-74.47589,0.4808326,-9.648046,12.768783,2.93,7.2,1,1.0
