,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,02/03/2024,04:00,HK U23,Southern District,16.5,8.5,1.1
2,SOUTH KOREA - K LEAGUE 1,02/03/2024,04:30,Gangwon,Jeju Utd,2.6,2.9,3.0
3,MONGOLIA - PREMIER LEAGUE,02/03/2024,05:15,Bayanzurkh Sporting,Falcons,23.0,11.0,1.07
4,INDIA - I-LEAGUE,02/03/2024,08:00,Inter Kashi,Rajasthan United,1.57,4.25,4.5
5,ESTONIA - MEISTRILIIGA,02/03/2024,09:30,Levadia,Narva,1.24,5.1,9.0
6,MALTA - PREMIER LEAGUE,02/03/2024,10:00,Hibernians,Naxxar,1.83,3.4,3.95
7,INDIA - I-LEAGUE,02/03/2024,10:30,Aizawl,TRAU FC,1.55,4.1,4.84
8,AUSTRIA - 2. LIGA,02/03/2024,10:30,Kapfenberg,Bregenz,2.47,3.25,2.72
9,NETHERLANDS - TWEEDE DIVISIE,02/03/2024,11:30,Jong Sparta Rotterdam,Jong Almere City,2.79,3.64,2.16
10,SPAIN - PRIMERA RFEF,02/03/2024,12:00,Arenteiro,Gimnastic,2.9,2.8,2.4
11,SLOVAKIA - NIKE LIGA,02/03/2024,13:00,Banska Bystrica,Kosice,1.57,4.35,5.0
12,SENEGAL - LIGUE 1,02/03/2024,13:30,Sonacos,Diambars,,,
13,SENEGAL - LIGUE 1,02/03/2024,13:30,Teungueth,Ouakam,1.78,3.15,4.4
14,SPAIN - PRIMERA RFEF,02/03/2024,14:00,Cultural Leonesa,Tarazona,1.55,3.5,5.75
15,BELGIUM - JUPILER PRO LEAGUE,02/03/2024,14:15,Leuven,Royale Union SG,6.5,4.33,1.5
16,SAN MARINO - CAMPIONATO SAMMARINESE,02/03/2024,14:15,Fiorentino,Tre Penne,8.5,5.2,1.25
17,ITALY - SERIE C,02/03/2024,14:30,Triestina,Legnago Salus,1.62,3.55,5.5
18,IVORY COAST - LIGUE 1,02/03/2024,14:45,Korhogo,San Pedro,3.0,2.92,2.3
19,BELGIUM - CHALLENGER PRO LEAGUE,02/03/2024,16:00,Lommel SK,RFC Liege,1.85,3.6,3.8
20,ANDORRA - PRIMERA DIVISIÓ,02/03/2024,16:30,Inter Escaldes,FC Santa Coloma,1.78,3.8,3.5
