,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,07/08/2023,07:30,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Cheongju,3.0,3.25,2.15,1.95,1.73,2.0,1.05,1.4,1.29,6.5,1.11
2,07/08/2023,09:00,INDONESIA - LIGA 1,Bali United,Persik Kediri,1.58,4.25,4.72,1.49,1.56,2.36,1.02,1.25,1.13,3.74,1.21
3,07/08/2023,13:00,BELARUS - VYSSHAYA LIGA,BATE,FC Gomel,1.51,4.4,6.35,1.82,1.98,1.82,1.04,1.33,1.25,5.3,1.16
4,07/08/2023,14:00,SWEDEN - ALLSVENSKAN,Malmo FF,Halmstad,1.25,6.0,11.0,1.53,2.05,1.7,1.03,1.29,1.17,4.0,1.22
5,07/08/2023,15:00,POLAND - DIVISION 1,R. Rzeszow,Podbeskidzie,3.1,3.3,2.1,1.95,1.73,2.0,1.05,1.4,1.29,6.5,1.11
6,07/08/2023,15:15,SLOVENIA - PRVA LIGA,Aluminij,Koper,3.26,3.25,2.07,1.95,1.8,1.96,1.05,1.4,1.28,6.2,1.12
7,07/08/2023,17:15,PERU - LIGA 1,Deportivo Garcilaso,Dep. Municipal,1.3,6.0,8.5,1.67,2.1,1.67,1.04,1.25,1.2,5.0,1.17
