Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,05/05/2024,04:00,North District,Lee Man Warriors,16.5,7.4,1.12
2,AUSTRIA - 2. LIGA,05/05/2024,05:30,First Vienna,Ried,4.6,3.9,1.65
3,AUSTRIA - BUNDESLIGA,05/05/2024,09:30,A. Klagenfurt,LASK,4.0,3.5,1.95
4,AZERBAIJAN - PREMIER LEAGUE,05/05/2024,12:00,Araz,Sabah Baku,3.85,3.45,1.85
5,AUSTRIA - BUNDESLIGA,05/05/2024,12:00,SK Rapid,Salzburg,4.75,3.8,1.73
6,FINLAND - VEIKKAUSLIIGA,05/05/2024,12:30,Mariehamn,Inter Turku,3.5,3.4,2.05
7,EGYPT - PREMIER LEAGUE,05/05/2024,13:00,Smouha,Zamalek,4.45,3.35,1.75
8,URUGUAY - PRIMERA DIVISION,05/05/2024,15:00,Fenix,Defensor Sp.,3.75,3.5,1.83
9,BRAZIL - SERIE B,05/05/2024,16:00,Brusque,Goias,3.0,2.87,2.55
10,BRAZIL - SERIE A,05/05/2024,18:30,Cuiaba,Palmeiras,5.5,3.3,1.73
11,JAMAICA - PREMIER LEAGUE,05/05/2024,19:00,Arnett Gardens,Cavalier,3.25,3.25,2.12
