,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,01/08/2023,17:00,PERU - LIGA 1,Dep. Municipal,ADT Tarma,2.5,3.25,2.9,1.95,1.67,2.1
2,01/08/2023,19:00,BRAZIL - SERIE B,Mirassol,Avai,1.64,3.72,5.75,2.3,2.25,1.61
3,01/08/2023,19:00,BRAZIL - SERIE B,Sampaio Correa,Botafogo SP,2.12,3.18,3.72,2.45,2.16,1.66
4,01/08/2023,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Libertad Asuncion (Par),Fortaleza (Bra),2.25,3.2,3.3,2.15,1.83,1.83
