Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BRAZIL - COPA DO BRASIL,21/02/2024,16:30,Manauara,Retro,2.8,3.2,2.3
2,SAN MARINO - CAMPIONATO SAMMARINESE,21/02/2024,17:15,San Marino Academy U22,Juvenes/Dogana,4.85,3.7,1.57
3,SOUTH AMERICA - COPA LIBERTADORES,21/02/2024,19:00,Puerto Cabello (Ven),Nacional (Uru),3.25,3.2,2.25
4,BOLIVIA - DIVISION PROFESIONAL,21/02/2024,19:00,GV San Jose,Wilstermann,3.75,3.3,1.83
5,BRAZIL - COPA DO BRASIL,21/02/2024,19:30,Audax RJ,Portuguesa RJ,5.0,3.6,1.57
6,BRAZIL - COPA DO BRASIL,21/02/2024,20:30,Sao Luiz,Ituano,2.88,3.3,2.2
7,BRAZIL - COPA DO BRASIL,21/02/2024,20:30,Costa Rica,America RN,2.75,3.4,2.25
8,BRAZIL - COPA DO BRASIL,21/02/2024,20:30,Independente AP,Amazonas,6.0,4.0,1.44
9,SOUTH AMERICA - COPA LIBERTADORES,21/02/2024,21:30,Aurora (Bol),Botafogo RJ (Bra),4.0,3.6,1.8
10,BRAZIL - COPA DO BRASIL,21/02/2024,21:30,Uniao Rondonopolis,Atletico GO,5.5,3.5,1.57
11,BRAZIL - COPA DO BRASIL,21/02/2024,21:30,Real Noroeste,Cuiaba,3.75,3.4,1.83
