,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,18/02/2024,00:05,MEXICO - LIGA MX,Cruz Azul,Tigres,2.15,3.4,3.4,2.05,1.8,1.8,1.95,D,H,D
2,AI_LAY_AWAY_RETORNOS,18/02/2024,03:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,WS Wanderers,1.85,4.0,3.75,1.57,2.35,1.53,2.38,H,D,D
3,AI_LAY_AWAY_RETORNOS,18/02/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,Academico de Viseu,Oliveirense,1.57,3.75,5.25,2.05,1.75,2.0,1.73,D,H,H
4,AI_LAY_AWAY_RETORNOS,18/02/2024,09:30,BELGIUM - CHALLENGER PRO LEAGUE,Patro Eisden,Anderlecht U23,1.57,4.0,5.75,1.75,2.05,1.8,1.91,D,H,A
5,AI_LAY_AWAY_RETORNOS,18/02/2024,10:00,SPAIN - LALIGA2,Albacete,Racing Santander,1.95,3.3,4.2,2.08,1.73,1.83,1.83,A,D,H
6,AI_LAY_AWAY_RETORNOS,18/02/2024,10:15,BULGARIA - PARVA LIGA,Arda,Lokomotiv Plovdiv,2.1,3.3,3.7,2.35,1.57,2.0,1.73,H,D,H
7,AI_LAY_AWAY_RETORNOS,18/02/2024,11:00,POLAND - DIVISION 1,Termalica B-B.,Chrobry Glogow,1.55,4.0,5.75,1.83,2.03,1.83,1.83,D,D,H
8,AI_LAY_AWAY_RETORNOS,18/02/2024,12:15,SPAIN - LALIGA2,Leganes,Alcorcon,1.73,3.3,6.0,2.88,1.4,2.63,1.44,A,D,H
9,AI_LAY_AWAY_RETORNOS,18/02/2024,14:30,SPAIN - LALIGA2,Huesca,Amorebieta,1.8,3.2,5.75,3.1,1.36,2.63,1.44,A,D,H
10,AI_LAY_AWAY_RETORNOS,18/02/2024,14:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,St. Truiden,1.65,3.8,5.75,1.85,2.0,1.8,1.95,D,H,A
11,AI_LAY_AWAY_RETORNOS,18/02/2024,15:00,PORTUGAL - LIGA PORTUGAL,Estoril Praia,Gil Vicente,2.1,3.5,3.5,1.93,1.93,1.75,2.0,H,H,A
12,AI_LAY_AWAY_RETORNOS,18/02/2024,16:00,COLOMBIA - PRIMERA A,La Equidad,Patriotas,1.8,3.2,5.5,2.5,1.5,2.2,1.62,A,A,H
13,AI_LAY_AWAY_RETORNOS,18/02/2024,17:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Velez Sarsfield,Huracan,2.15,3.1,3.8,2.5,1.5,2.2,1.62,H,A,H
14,AI_LAY_AWAY_RETORNOS,18/02/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,Guabira,CA Independiente,1.45,3.8,6.0,1.85,1.95,1.91,1.8,H,H,H
15,AI_LAY_AWAY_RETORNOS,18/02/2024,21:05,MEXICO - LIGA MX,Pumas UNAM,Santos Laguna,1.91,3.8,3.8,1.65,2.2,1.62,2.2,D,H,D
16,AI_LAY_AWAY_RETORNOS,18/02/2024,22:20,COLOMBIA - PRIMERA A,Junior FC Barranquilla,Tolima,1.95,3.5,4.0,2.05,1.75,1.83,1.83,A,A,H
17,AI_LAY_AWAY_RETORNOS,18/02/2024,23:10,MEXICO - LIGA MX,Monterrey,Toluca,1.73,3.8,4.33,1.62,2.25,1.62,2.2,D,H,D
