,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-02-17,05:00:00,AUSTRALIA - A-LEAGUE,Sydney FC,Auckland FC,3.0,2.5,3.65,13.5,1.2538775
2,2026-02-17,14:45:00,EUROPE - CHAMPIONS LEAGUE,Galatasaray,Juventus,3.45,2.32,3.55,11.0,1.2533776
3,2026-02-17,15:30:00,FRANCE - NATIONAL,Stade Briochin,Fleury Merogis,3.5,2.32,3.2,16.5,1.2530826
4,2026-02-17,16:45:00,SCOTLAND - LEAGUE TWO,Elgin City,East Kilbride,2.9,2.38,3.55,25.0,1.2540479
5,2026-02-17,16:45:00,SCOTLAND - LEAGUE ONE,Cove Rangers,Montrose,2.26,3.2,3.55,16.0,1.2537414
6,2026-02-17,16:45:00,SCOTLAND - CHAMPIONSHIP,Morton,Dunfermline,3.25,2.48,3.05,19.0,1.2540042
7,2026-02-17,16:45:00,ENGLAND - NATIONAL LEAGUE,FC Halifax,Gateshead,1.62,5.6,4.4,970.0,1.2539532
8,2026-02-17,16:45:00,ENGLAND - NATIONAL LEAGUE,Yeovil,Aldershot,3.1,2.36,3.6,19.0,1.2540548
9,2026-02-17,16:45:00,ENGLAND - NATIONAL LEAGUE,Rochdale,Scunthorpe,1.81,4.8,3.8,19.5,1.2540545
10,2026-02-17,16:45:00,ENGLAND - NATIONAL LEAGUE,Sutton,Woking,2.54,2.94,3.35,12.5,1.2540549
11,2026-02-17,16:45:00,ENGLAND - NATIONAL LEAGUE,Wealdstone,Hartlepool,2.34,3.2,3.5,14.0,1.2540547
12,2026-02-17,17:00:00,EUROPE - CHAMPIONS LEAGUE,Benfica,Real Madrid,3.6,2.14,3.9,12.5,1.253378
13,2026-02-17,17:00:00,SCOTLAND - LEAGUE ONE,Hamilton,East Fife,1.91,4.1,3.6,1000.0,1.2537413
14,2026-02-17,17:00:00,EUROPE - CHAMPIONS LEAGUE,Dortmund,Atalanta,2.18,3.6,3.7,15.5,1.2533777
15,2026-02-17,17:00:00,EUROPE - CHAMPIONS LEAGUE,Monaco,PSG,7.0,1.5,5.2,12.5,1.2533783
16,2026-02-17,17:01:00,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,Nijmegen,2.56,3.0,3.5,16.5,1.2535064
