Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,18/02/2024,04:00,HONG KONG - PREMIER LEAGUE,Resources Capital,Hong Kong FC,3.95,3.9,1.72,1.57,1.57,2.1,1.02,1.29,1.19,4.3,1.16
2,18/02/2024,08:00,SPAIN - PRIMERA RFEF,Linares,UD Ibiza,4.33,3.1,1.83,2.38,2.2,1.62,1.1,1.53,1.44,8.5,1.05
3,18/02/2024,08:40,POLAND - DIVISION 1,S. Rzeszow,Wisla,4.2,3.75,1.8,1.73,1.73,2.0,1.04,1.33,1.22,5.5,1.14
4,18/02/2024,09:00,SLOVENIA - PRVA LIGA,Bravo,Celje,5.0,3.45,1.7,1.95,1.87,1.83,1.07,1.44,1.32,5.6,1.11
5,18/02/2024,10:30,AUSTRIA - BUNDESLIGA,Hartberg,LASK,3.7,3.6,2.0,1.83,1.7,2.05,1.04,1.36,1.25,6.0,1.13
6,18/02/2024,11:00,PORTUGAL - LIGA PORTUGAL 2,Penafiel,Santa Clara,4.0,3.0,1.95,2.6,2.2,1.62,1.1,1.57,1.5,13.0,1.04
7,18/02/2024,11:00,SLOVENIA - PRVA LIGA,Mura,Maribor,3.95,3.6,1.82,1.75,1.7,2.05,1.05,1.37,1.25,4.7,1.15
8,18/02/2024,11:00,ENGLAND - PREMIER LEAGUE,Sheffield Utd,Brighton,5.0,4.5,1.6,1.53,1.62,2.2,1.03,1.25,1.17,4.0,1.25
9,18/02/2024,12:15,ROMANIA - LIGA 1,FC Botosani,Univ. Craiova,4.0,3.5,1.8,2.08,1.91,1.8,1.06,1.44,1.33,8.0,1.08
10,18/02/2024,12:45,NETHERLANDS - EERSTE DIVISIE,Eindhoven FC,Groningen,4.5,3.6,1.8,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
11,18/02/2024,15:15,BELGIUM - CHALLENGER PRO LEAGUE,St. Liege U23,Francs Borains,4.0,4.0,1.75,1.62,1.62,2.2,1.03,1.3,1.18,4.5,1.18
12,18/02/2024,15:15,BELGIUM - JUPILER PRO LEAGUE,Eupen,Gent,5.0,4.0,1.67,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
13,18/02/2024,16:00,PERU - LIGA 1,Union Comercio,Alianza Lima,5.0,3.6,1.65,2.1,2.0,1.73,1.06,1.44,1.33,8.0,1.08
14,18/02/2024,16:45,ITALY - SERIE C,Vis Pesaro,Pescara,4.25,3.35,1.83,1.88,1.75,1.98,1.06,1.42,1.29,5.3,1.12
15,18/02/2024,20:00,URUGUAY - PRIMERA DIVISION,Cerro Largo,Penarol,5.5,3.5,1.67,2.4,2.25,1.57,1.08,1.53,1.44,11.0,1.05
