Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,01/11/2023,09:00,NORTH MACEDONIA - 1. MFL,Struga,Vardar,1.37,4.25,7.8,1.95,2.27,1.5,1.03,1.4,1.31,6.8,1.07
2,01/11/2023,10:00,UZBEKISTAN - SUPER LEAGUE,OKMK,Turon,1.36,4.6,7.3,1.65,1.98,1.65,1.01,1.31,1.22,4.8,1.13
3,01/11/2023,11:00,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Michalovce,1.21,6.0,13.0,1.57,2.22,1.6,1.03,1.3,1.18,3.9,1.23
4,01/11/2023,11:00,ITALY - COPPA ITALIA,Genoa,Reggiana,1.5,4.2,7.5,1.83,1.95,1.8,1.04,1.36,1.25,6.0,1.13
5,01/11/2023,13:00,ESTONIA - MEISTRILIIGA,Levadia,Parnu JK Vaprus,1.2,5.4,10.75,1.53,2.25,1.61,1.01,1.27,1.15,4.1,1.18
6,01/11/2023,16:45,SCOTLAND - PREMIERSHIP,Celtic,St. Mirren,1.2,7.0,13.0,1.5,2.1,1.67,1.03,1.25,1.17,4.0,1.25
7,01/11/2023,19:00,BRAZIL - SERIE A,Internacional,America MG,1.5,4.5,6.0,1.73,1.95,1.8,1.04,1.33,1.22,5.0,1.17
8,01/11/2023,20:00,BRAZIL - SERIE A,Flamengo RJ,Santos,1.44,4.75,7.0,1.75,2.0,1.75,1.04,1.33,1.25,5.5,1.14
9,01/11/2023,20:30,USA - MLS,Columbus Crew,Atlanta Utd,1.62,4.2,5.0,1.44,1.5,2.5,1.02,1.22,1.13,3.5,1.29
10,01/11/2023,22:00,MEXICO - LIGA MX,Cruz Azul,Juarez,1.73,3.75,4.75,1.7,1.67,2.1,1.04,1.33,1.2,5.0,1.17
