,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
36,28/09/2024,15:15,POLAND - EKSTRAKLASA,Legia,Gornik Zabrze,1.6,3.8,5.0,1.8,1.8,1.95
37,28/09/2024,15:45,ENGLAND - LEAGUE ONE,Barnsley,Stockport County,2.25,3.4,3.0,1.7,1.62,2.2
38,28/09/2024,15:45,BELGIUM - JUPILER PRO LEAGUE,Dender,Anderlecht,3.3,3.5,2.1,1.7,1.57,2.25
39,28/09/2024,18:00,COSTA RICA - PRIMERA DIVISION,AD Santos,Liberia,3.1,3.4,2.1,1.75,1.62,2.2
40,28/09/2024,20:00,MEXICO - LIGA MX,Toluca,Atlas,1.53,4.0,6.5,1.67,1.75,2.0
41,28/09/2024,20:00,CANADA - CANADIAN PREMIER LEAGUE,Cavalry,Vancouver FC,1.47,4.2,6.6,1.83,1.98,1.75
42,28/09/2024,20:30,USA - MLS,FC Cincinnati,Los Angeles FC,1.85,3.8,4.0,1.57,1.53,2.38
43,28/09/2024,20:30,USA - MLS,Inter Miami,Charlotte,1.53,4.33,6.0,1.4,1.5,2.5
44,28/09/2024,20:30,USA - MLS,DC United,Columbus Crew,2.7,3.75,2.45,1.48,1.44,2.63
45,28/09/2024,20:30,USA - USL CHAMPIONSHIP,Tampa Bay,Hartford Athletic,1.47,4.25,5.4,1.5,1.62,2.15
47,28/09/2024,21:30,USA - MLS,Minnesota United,Colorado Rapids,1.91,4.0,3.6,1.4,1.4,2.75
46,28/09/2024,21:30,USA - MLS,FC Dallas,Orlando City,2.45,3.5,2.8,1.67,1.57,2.25
48,28/09/2024,23:30,USA - MLS,Vancouver Whitecaps,Portland Timbers,1.91,4.33,3.4,1.36,1.36,3.0
